"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"1297"	"T.cells.regulatory..Tregs."	"V786"	0.118	9.37e-35
"1298"	"T.cells.regulatory..Tregs."	"V788"	-0.159	3.24e-62
"1299"	"T.cells.regulatory..Tregs."	"V789"	-0.0799	8.88e-17
"1300"	"T.cells.regulatory..Tregs."	"V804"	0.047	1.02e-06
"1301"	"T.cells.regulatory..Tregs."	"V814"	0.148	4.28e-54
"1302"	"T.cells.regulatory..Tregs."	"V825"	0.225	1.04e-123
"1303"	"T.cells.regulatory..Tregs."	"V833"	0.0882	4.04e-20
"1304"	"T.cells.regulatory..Tregs."	"V839"	-0.181	6.33e-80
"1305"	"T.cells.regulatory..Tregs."	"V840"	0.132	1.69e-43
"1306"	"T.cells.regulatory..Tregs."	"V843"	0.0995	3.29e-25
"1307"	"T.cells.regulatory..Tregs."	"V856"	-0.0765	1.69e-15
"1308"	"T.cells.regulatory..Tregs."	"V870"	-0.13	3.58e-42
"1309"	"T.cells.regulatory..Tregs."	"V881"	-0.0944	7.85e-23
"1310"	"T.cells.regulatory..Tregs."	"V882"	0.109	3.41e-30
"1311"	"T.cells.regulatory..Tregs."	"V887"	0.17	3.87e-71
"1312"	"T.cells.regulatory..Tregs."	"V888"	-0.00209	0.828051501
"1313"	"T.cells.regulatory..Tregs."	"V895"	-0.307	4.35e-234
"1314"	"T.cells.regulatory..Tregs."	"V896"	0.178	5.02e-78
"1315"	"T.cells.regulatory..Tregs."	"V898"	0.267	1.43e-175
"1316"	"T.cells.regulatory..Tregs."	"V923"	0.0454	2.33e-06
"1317"	"T.cells.regulatory..Tregs."	"V926"	-0.016	0.096943526
"1318"	"T.cells.regulatory..Tregs."	"V946"	0.055	1.05e-08
"1319"	"T.cells.regulatory..Tregs."	"V949"	0.181	1.52e-80
"1320"	"T.cells.regulatory..Tregs."	"V960"	0.134	1.44e-44
"1321"	"T.cells.regulatory..Tregs."	"V964"	0.0136	0.157269864
"1322"	"T.cells.regulatory..Tregs."	"V986"	0.0743	9.91e-15
"1323"	"T.cells.regulatory..Tregs."	"V1002"	-0.285	1.61e-201
"1324"	"T.cells.regulatory..Tregs."	"V1032"	0.205	1.25e-102
"1325"	"T.cells.regulatory..Tregs."	"V1043"	-0.111	3.4e-31
"1326"	"T.cells.regulatory..Tregs."	"V1061"	-0.366	0
"1327"	"T.cells.regulatory..Tregs."	"V1064"	-0.0595	5.74e-10
"1328"	"T.cells.regulatory..Tregs."	"V1069"	0.0348	0.000295374
"1329"	"T.cells.regulatory..Tregs."	"V1108"	0.466	0
"1330"	"T.cells.regulatory..Tregs."	"V1112"	0.0696	4.32e-13
"1331"	"T.cells.regulatory..Tregs."	"V1116"	-0.37	0
"1332"	"T.cells.regulatory..Tregs."	"V1117"	-0.0704	2.29e-13
"1333"	"T.cells.regulatory..Tregs."	"V1119"	0.0222	0.020775842
"1334"	"T.cells.regulatory..Tregs."	"V1132"	-0.198	1.78e-96
"1335"	"T.cells.regulatory..Tregs."	"V1145"	-0.065	1.29e-11
"1336"	"T.cells.regulatory..Tregs."	"V1155"	-0.00053	0.956020112
"1337"	"T.cells.regulatory..Tregs."	"V1164"	0.245	4.18e-148
"1338"	"T.cells.regulatory..Tregs."	"V1170"	-0.138	4.44e-47
"1339"	"T.cells.regulatory..Tregs."	"V1185"	0.242	6.44e-144
"1340"	"T.cells.regulatory..Tregs."	"V1194"	-0.0957	1.93e-23
"1341"	"T.cells.regulatory..Tregs."	"V1195"	-0.115	2.17e-33
"1342"	"T.cells.regulatory..Tregs."	"V1198"	0.103	7.69e-27
"1343"	"T.cells.regulatory..Tregs."	"V1204"	-0.186	4e-85
"1344"	"T.cells.regulatory..Tregs."	"V1205"	0.223	9.15e-122
"1345"	"T.cells.regulatory..Tregs."	"V1209"	-0.00129	0.893492364
"1346"	"T.cells.regulatory..Tregs."	"V1224"	-0.0754	4.05e-15
"1347"	"T.cells.regulatory..Tregs."	"V1225"	0.0292	0.002390145
"1348"	"T.cells.regulatory..Tregs."	"V1226"	-0.0326	0.000708698
"1349"	"T.cells.regulatory..Tregs."	"V1233"	-0.256	1.28e-161
"1350"	"T.cells.regulatory..Tregs."	"V1246"	0.0114	0.237249221
"1351"	"T.cells.regulatory..Tregs."	"V1254"	-0.157	1.19e-60
"1352"	"T.cells.regulatory..Tregs."	"V1275"	-0.0859	3.65e-19
"1353"	"T.cells.regulatory..Tregs."	"V1303"	-0.18	3.59e-79
"1354"	"T.cells.regulatory..Tregs."	"V1313"	0.05	1.96e-07
"1355"	"T.cells.regulatory..Tregs."	"V1326"	0.0904	4.35e-21
"1356"	"T.cells.regulatory..Tregs."	"V1359"	0.0968	6.06e-24
"1357"	"T.cells.regulatory..Tregs."	"V1366"	-0.083	5.35e-18
"1358"	"T.cells.regulatory..Tregs."	"V1373"	-0.387	0
"1359"	"T.cells.regulatory..Tregs."	"V1378"	-0.0825	8.23e-18
"1360"	"T.cells.gamma.delta"	"V2"	-0.05	1.95e-07
"1361"	"T.cells.gamma.delta"	"V8"	0.00641	0.504905642
"1362"	"T.cells.gamma.delta"	"V12"	0.0333	0.000529593
"1363"	"T.cells.gamma.delta"	"V28"	0.00301	0.754002718
"1364"	"T.cells.gamma.delta"	"V36"	0.00315	0.743200447
"1365"	"T.cells.gamma.delta"	"V46"	0.0294	0.002266405
"1366"	"T.cells.gamma.delta"	"V55"	0.0341	0.000396372
"1367"	"T.cells.gamma.delta"	"V63"	-0.0124	0.198386736
"1368"	"T.cells.gamma.delta"	"V67"	0.0178	0.064667396
"1369"	"T.cells.gamma.delta"	"V82"	0.0267	0.005492279
"1370"	"T.cells.gamma.delta"	"V116"	-0.0482	5.24e-07
"1371"	"T.cells.gamma.delta"	"V131"	-0.046	1.68e-06
"1372"	"T.cells.gamma.delta"	"V139"	0.036	0.000176753
"1373"	"T.cells.gamma.delta"	"V143"	0.0664	4.61e-12
"1374"	"T.cells.gamma.delta"	"V146"	0.0518	6.85e-08
"1375"	"T.cells.gamma.delta"	"V148"	0.0729	3.09e-14
"1376"	"T.cells.gamma.delta"	"V163"	0.0378	8.28e-05
"1377"	"T.cells.gamma.delta"	"V169"	0.0373	0.000102924
"1378"	"T.cells.gamma.delta"	"V207"	0.0146	0.128538194
"1379"	"T.cells.gamma.delta"	"V215"	-0.0131	0.171815208
"1380"	"T.cells.gamma.delta"	"V220"	0.0138	0.152637569
"1381"	"T.cells.gamma.delta"	"V240"	-0.0717	8.23e-14
"1382"	"T.cells.gamma.delta"	"V252"	0.0228	0.017878017
"1383"	"T.cells.gamma.delta"	"V253"	-0.0264	0.005942676
"1384"	"T.cells.gamma.delta"	"V257"	-0.00514	0.592913966
"1385"	"T.cells.gamma.delta"	"V269"	0.0185	0.054393795
"1386"	"T.cells.gamma.delta"	"V271"	-0.0137	0.154384221
"1387"	"T.cells.gamma.delta"	"V286"	-0.0275	0.00416743
"1388"	"T.cells.gamma.delta"	"V291"	0.0122	0.206308847
"1389"	"T.cells.gamma.delta"	"V295"	-0.0194	0.043476832
"1390"	"T.cells.gamma.delta"	"V305"	-0.00809	0.400290131
"1391"	"T.cells.gamma.delta"	"V336"	4.81e-05	0.996007804
"1392"	"T.cells.gamma.delta"	"V342"	0.0219	0.022455969
"1393"	"T.cells.gamma.delta"	"V352"	0.0207	0.031148817
"1394"	"T.cells.gamma.delta"	"V357"	0.0744	9.51e-15
"1395"	"T.cells.gamma.delta"	"V360"	-0.0782	3.96e-16
"1396"	"T.cells.gamma.delta"	"V366"	-0.057	3.02e-09
"1397"	"T.cells.gamma.delta"	"V373"	0.00394	0.681988296
"1398"	"T.cells.gamma.delta"	"V394"	0.0158	0.100892379
"1399"	"T.cells.gamma.delta"	"V405"	0.0806	4.46e-17
"1400"	"T.cells.gamma.delta"	"V413"	0.0106	0.269678913
"1401"	"T.cells.gamma.delta"	"V425"	0.00675	0.482608326
"1402"	"T.cells.gamma.delta"	"V426"	0.0258	0.007213971
"1403"	"T.cells.gamma.delta"	"V442"	0.0134	0.163014366
"1404"	"T.cells.gamma.delta"	"V451"	-0.0263	0.006327832
"1405"	"T.cells.gamma.delta"	"V455"	0.0688	7.77e-13
"1406"	"T.cells.gamma.delta"	"V458"	0.0455	2.21e-06
"1407"	"T.cells.gamma.delta"	"V464"	0.0108	0.263352585
"1408"	"T.cells.gamma.delta"	"V466"	-0.0298	0.001944554
"1409"	"T.cells.gamma.delta"	"V467"	-0.0105	0.273761908
"1410"	"T.cells.gamma.delta"	"V479"	0.0104	0.27818769
"1411"	"T.cells.gamma.delta"	"V482"	0.0498	2.2e-07
"1412"	"T.cells.gamma.delta"	"V485"	0.0221	0.021500925
"1413"	"T.cells.gamma.delta"	"V486"	-0.0386	6.02e-05
"1414"	"T.cells.gamma.delta"	"V487"	0.0448	3.13e-06
"1415"	"T.cells.gamma.delta"	"V494"	0.0273	0.004484095
"1416"	"T.cells.gamma.delta"	"V511"	0.0192	0.045469634
"1417"	"T.cells.gamma.delta"	"V516"	0.00607	0.52773621
"1418"	"T.cells.gamma.delta"	"V518"	0.043	7.54e-06
"1419"	"T.cells.gamma.delta"	"V521"	0.0886	2.73e-20
"1420"	"T.cells.gamma.delta"	"V522"	0.0308	0.001333262
"1421"	"T.cells.gamma.delta"	"V523"	0.00754	0.433146185
"1422"	"T.cells.gamma.delta"	"V540"	-0.0545	1.44e-08
"1423"	"T.cells.gamma.delta"	"V564"	0.00685	0.475926331
"1424"	"T.cells.gamma.delta"	"V567"	0.00337	0.726274768
"1425"	"T.cells.gamma.delta"	"V579"	0.0416	1.5e-05
"1426"	"T.cells.gamma.delta"	"V593"	0.0382	6.92e-05
"1427"	"T.cells.gamma.delta"	"V601"	0.0193	0.045125596
"1428"	"T.cells.gamma.delta"	"V609"	0.0245	0.010814066
"1429"	"T.cells.gamma.delta"	"V630"	0.019	0.047808985
"1430"	"T.cells.gamma.delta"	"V647"	-0.0333	0.000534833
"1431"	"T.cells.gamma.delta"	"V649"	-0.00375	0.696594372
"1432"	"T.cells.gamma.delta"	"V659"	-0.0157	0.102111863
"1433"	"T.cells.gamma.delta"	"V661"	-0.0721	5.87e-14
"1434"	"T.cells.gamma.delta"	"V668"	0.00882	0.359160829
"1435"	"T.cells.gamma.delta"	"V669"	-0.0333	0.000525686
"1436"	"T.cells.gamma.delta"	"V670"	0.0305	0.001485213
"1437"	"T.cells.gamma.delta"	"V671"	0.00651	0.498538763
"1438"	"T.cells.gamma.delta"	"V680"	-0.0382	7.17e-05
"1439"	"T.cells.gamma.delta"	"V712"	-0.0427	8.7e-06
"1440"	"T.cells.gamma.delta"	"V736"	0.0228	0.017966309
"1441"	"T.cells.gamma.delta"	"V738"	0.079	1.82e-16
"1442"	"T.cells.gamma.delta"	"V747"	-0.0575	2.21e-09
"1443"	"T.cells.gamma.delta"	"V754"	-0.0358	0.000197556
"1444"	"T.cells.gamma.delta"	"V756"	-0.0145	0.131580691
"1445"	"T.cells.gamma.delta"	"V758"	0.0673	2.37e-12
"1446"	"T.cells.gamma.delta"	"V773"	0.0284	0.003112392
"1447"	"T.cells.gamma.delta"	"V777"	-0.0477	6.98e-07
"1448"	"T.cells.gamma.delta"	"V786"	-0.0109	0.256130405
"1449"	"T.cells.gamma.delta"	"V788"	0.0399	3.3e-05
"1450"	"T.cells.gamma.delta"	"V789"	-0.00985	0.305451863
"1451"	"T.cells.gamma.delta"	"V804"	-0.000312	0.974129327
"1452"	"T.cells.gamma.delta"	"V814"	-0.0439	5.03e-06
"1453"	"T.cells.gamma.delta"	"V825"	-0.00875	0.363060329
"1454"	"T.cells.gamma.delta"	"V833"	-0.04	3.19e-05
"1455"	"T.cells.gamma.delta"	"V839"	-0.00056	0.953545815
"1456"	"T.cells.gamma.delta"	"V840"	0.0301	0.001748643
"1457"	"T.cells.gamma.delta"	"V843"	0.0176	0.066767185
"1458"	"T.cells.gamma.delta"	"V856"	0.032	0.000875914
"1459"	"T.cells.gamma.delta"	"V870"	0.0515	8.22e-08
"1460"	"T.cells.gamma.delta"	"V881"	0.0193	0.044961223
"1461"	"T.cells.gamma.delta"	"V882"	-0.0147	0.125249971
"1462"	"T.cells.gamma.delta"	"V887"	0.0372	0.000107957
"1463"	"T.cells.gamma.delta"	"V888"	-0.00417	0.664487614
"1464"	"T.cells.gamma.delta"	"V895"	0.00677	0.481321544
"1465"	"T.cells.gamma.delta"	"V896"	0.0211	0.028018019
"1466"	"T.cells.gamma.delta"	"V898"	0.00607	0.527631925
"1467"	"T.cells.gamma.delta"	"V923"	-0.00345	0.719775581
"1468"	"T.cells.gamma.delta"	"V926"	-0.096	1.38e-23
"1469"	"T.cells.gamma.delta"	"V946"	-0.00241	0.802284356
"1470"	"T.cells.gamma.delta"	"V949"	0.00846	0.378746339
"1471"	"T.cells.gamma.delta"	"V960"	-0.0166	0.084853128
"1472"	"T.cells.gamma.delta"	"V964"	-0.0217	0.023729696
"1473"	"T.cells.gamma.delta"	"V986"	0.00223	0.816678543
"1474"	"T.cells.gamma.delta"	"V1002"	-0.0716	8.62e-14
"1475"	"T.cells.gamma.delta"	"V1032"	-0.0048	0.618013876
"1476"	"T.cells.gamma.delta"	"V1043"	-0.0283	0.003202933
"1477"	"T.cells.gamma.delta"	"V1061"	-0.0952	3.48e-23
"1478"	"T.cells.gamma.delta"	"V1064"	-0.0362	0.000165577
"1479"	"T.cells.gamma.delta"	"V1069"	0.0131	0.173946434
"1480"	"T.cells.gamma.delta"	"V1108"	0.0949	4.6e-23
"1481"	"T.cells.gamma.delta"	"V1112"	-0.0555	7.79e-09
"1482"	"T.cells.gamma.delta"	"V1116"	0.00641	0.504886845
"1483"	"T.cells.gamma.delta"	"V1117"	0.0793	1.45e-16
"1484"	"T.cells.gamma.delta"	"V1119"	-0.00136	0.887661548
"1485"	"T.cells.gamma.delta"	"V1132"	-0.0245	0.010695716
"1486"	"T.cells.gamma.delta"	"V1145"	-0.058	1.55e-09
"1487"	"T.cells.gamma.delta"	"V1155"	0.00335	0.727908189
"1488"	"T.cells.gamma.delta"	"V1164"	-0.0368	0.000129916
"1489"	"T.cells.gamma.delta"	"V1170"	0.0134	0.163421434
"1490"	"T.cells.gamma.delta"	"V1185"	-0.0138	0.150000066
"1491"	"T.cells.gamma.delta"	"V1194"	0.0603	3.43e-10
"1492"	"T.cells.gamma.delta"	"V1195"	6.19e-05	0.994860359
"1493"	"T.cells.gamma.delta"	"V1198"	-0.0456	2.07e-06
"1494"	"T.cells.gamma.delta"	"V1204"	-0.00577	0.548717273
"1495"	"T.cells.gamma.delta"	"V1205"	-0.0424	1.03e-05
"1496"	"T.cells.gamma.delta"	"V1209"	-0.0463	1.47e-06
"1497"	"T.cells.gamma.delta"	"V1224"	-0.0161	0.09503374
"1498"	"T.cells.gamma.delta"	"V1225"	-0.0276	0.004118391
"1499"	"T.cells.gamma.delta"	"V1226"	0.043085422	7.37e-06
"1500"	"T.cells.gamma.delta"	"V1233"	0.020591717	0.032224304
"1501"	"T.cells.gamma.delta"	"V1246"	-0.036003712	0.000180149
"1502"	"T.cells.gamma.delta"	"V1254"	0.030610824	0.001452294
"1503"	"T.cells.gamma.delta"	"V1275"	0.055856842	6.13e-09
"1504"	"T.cells.gamma.delta"	"V1303"	-0.041942282	1.28e-05
"1505"	"T.cells.gamma.delta"	"V1313"	-0.052342244	5.12e-08
"1506"	"T.cells.gamma.delta"	"V1326"	-0.049043512	3.34e-07
"1507"	"T.cells.gamma.delta"	"V1359"	-0.001959921	0.838495811
"1508"	"T.cells.gamma.delta"	"V1366"	-0.055056223	1.01e-08
"1509"	"T.cells.gamma.delta"	"V1373"	0.05666754	3.68e-09
"1510"	"T.cells.gamma.delta"	"V1378"	-0.054875768	1.12e-08
"1511"	"NK.cells.resting"	"V2"	-0.20871888	9.17e-107
"1512"	"NK.cells.resting"	"V8"	0.163949864	4.78e-66
"1513"	"NK.cells.resting"	"V12"	-0.11511924	3.09e-33
"1514"	"NK.cells.resting"	"V28"	-0.060749274	2.56e-10
"1515"	"NK.cells.resting"	"V36"	-0.003349872	0.727567208
"1516"	"NK.cells.resting"	"V46"	0.065043164	1.28e-11
"1517"	"NK.cells.resting"	"V55"	-0.12235425	2.35e-37
"1518"	"NK.cells.resting"	"V63"	-0.094143745	9.99e-23
"1519"	"NK.cells.resting"	"V67"	-0.012492725	0.193873912
"1520"	"NK.cells.resting"	"V82"	-0.053680793	2.32e-08
"1521"	"NK.cells.resting"	"V116"	-0.028487354	0.003045768
"1522"	"NK.cells.resting"	"V131"	-0.391321997	0
"1523"	"NK.cells.resting"	"V139"	-0.063483724	3.88e-11
"1524"	"NK.cells.resting"	"V143"	0.233002777	2.68e-133
"1525"	"NK.cells.resting"	"V146"	0.333212817	9.26e-279
"1526"	"NK.cells.resting"	"V148"	0.375189387	0
"1527"	"NK.cells.resting"	"V163"	-0.237811007	6.17e-139
"1528"	"NK.cells.resting"	"V169"	-0.101392614	4.05e-26
"1529"	"NK.cells.resting"	"V207"	0.169869838	7.77e-71
"1530"	"NK.cells.resting"	"V215"	0.013534399	0.159266047
"1531"	"NK.cells.resting"	"V220"	0.019600989	0.041494228
"1532"	"NK.cells.resting"	"V240"	0.003993623	0.677915217
"1533"	"NK.cells.resting"	"V252"	-0.156282799	4.15e-60
"1534"	"NK.cells.resting"	"V253"	0.200655813	1.18e-98
"1535"	"NK.cells.resting"	"V257"	0.081830993	1.54e-17
"1536"	"NK.cells.resting"	"V269"	-0.121718554	5.54e-37
"1537"	"NK.cells.resting"	"V271"	-0.052313038	5.21e-08
"1538"	"NK.cells.resting"	"V286"	0.151797578	9.01e-57
"1539"	"NK.cells.resting"	"V291"	-0.009820159	0.307135844
"1540"	"NK.cells.resting"	"V295"	0.144033554	3.1e-51
"1541"	"NK.cells.resting"	"V305"	-0.00541848	0.573103308
"1542"	"NK.cells.resting"	"V336"	-0.001514778	0.874830273
"1543"	"NK.cells.resting"	"V342"	-0.028944035	0.002607307
"1544"	"NK.cells.resting"	"V352"	-0.034375422	0.000349088
"1545"	"NK.cells.resting"	"V357"	0.260866039	9.03e-168
"1546"	"NK.cells.resting"	"V360"	-0.238019202	3.49e-139
"1547"	"NK.cells.resting"	"V366"	0.215468283	8.09e-114
"1548"	"NK.cells.resting"	"V373"	-0.074377832	9.52e-15
"1549"	"NK.cells.resting"	"V394"	-0.117885918	8.81e-35
"1550"	"NK.cells.resting"	"V405"	0.037004556	0.000118347
"1551"	"NK.cells.resting"	"V413"	-0.003473133	0.71796353
"1552"	"NK.cells.resting"	"V425"	0.055807651	6.32e-09
"1553"	"NK.cells.resting"	"V426"	-0.125832957	2e-39
"1554"	"NK.cells.resting"	"V442"	-0.029897159	0.001872242
"1555"	"NK.cells.resting"	"V451"	-0.013817162	0.150731118
"1556"	"NK.cells.resting"	"V455"	0.261894892	3.97e-169
"1557"	"NK.cells.resting"	"V458"	0.314487443	6.54e-247
"1558"	"NK.cells.resting"	"V464"	-0.13904613	7.77e-48
"1559"	"NK.cells.resting"	"V466"	-0.08888812	2.01e-20
"1560"	"NK.cells.resting"	"V467"	0.064083149	2.54e-11
"1561"	"NK.cells.resting"	"V479"	-0.025992577	0.0068614
"1562"	"NK.cells.resting"	"V482"	-0.034209691	0.000372833
"1563"	"NK.cells.resting"	"V485"	0.040931272	2.06e-05
"1564"	"NK.cells.resting"	"V486"	-0.168105273	2.17e-69
"1565"	"NK.cells.resting"	"V487"	-0.227442139	6.13e-127
"1566"	"NK.cells.resting"	"V494"	-0.006414758	0.504711182
"1567"	"NK.cells.resting"	"V511"	-0.055536949	7.47e-09
"1568"	"NK.cells.resting"	"V516"	-0.131144079	1.05e-42
"1569"	"NK.cells.resting"	"V518"	-0.101368796	4.16e-26
"1570"	"NK.cells.resting"	"V521"	0.066480003	4.48e-12
"1571"	"NK.cells.resting"	"V522"	0.165616831	2.23e-67
"1572"	"NK.cells.resting"	"V523"	0.167018042	1.66e-68
"1573"	"NK.cells.resting"	"V540"	0.01897429	0.048453765
"1574"	"NK.cells.resting"	"V564"	0.021937019	0.022514955
"1575"	"NK.cells.resting"	"V567"	-0.014012795	0.145033279
"1576"	"NK.cells.resting"	"V579"	-0.154008291	2.1e-58
"1577"	"NK.cells.resting"	"V593"	0.128697631	3.55e-41
"1578"	"NK.cells.resting"	"V601"	0.149377757	5.16e-55
"1579"	"NK.cells.resting"	"V609"	-0.052073012	6e-08
"1580"	"NK.cells.resting"	"V630"	-0.225987025	2.65e-125
"1581"	"NK.cells.resting"	"V647"	-0.088782564	2.22e-20
"1582"	"NK.cells.resting"	"V649"	-0.101187708	5.09e-26
"1583"	"NK.cells.resting"	"V659"	-0.019817294	0.039297503
"1584"	"NK.cells.resting"	"V661"	0.139444962	4.2e-48
"1585"	"NK.cells.resting"	"V668"	-0.121314696	9.52e-37
"1586"	"NK.cells.resting"	"V669"	-0.082685234	7.09e-18
"1587"	"NK.cells.resting"	"V670"	0.144752167	9.82e-52
"1588"	"NK.cells.resting"	"V671"	0.194300452	1.65e-92
"1589"	"NK.cells.resting"	"V680"	0.065249254	1.1e-11
"1590"	"NK.cells.resting"	"V712"	0.048192371	5.32e-07
"1591"	"NK.cells.resting"	"V736"	-0.092354665	6.28e-22
"1592"	"NK.cells.resting"	"V738"	0.182390118	1.48e-81
"1593"	"NK.cells.resting"	"V747"	0.064418926	2e-11
"1594"	"NK.cells.resting"	"V754"	0.145158344	5.11e-52
"1595"	"NK.cells.resting"	"V756"	0.319335504	6.12e-255
"1596"	"NK.cells.resting"	"V758"	0.113966816	1.33e-32
"1597"	"NK.cells.resting"	"V773"	-0.158364024	1.09e-61
"1598"	"NK.cells.resting"	"V777"	-0.03868403	5.71e-05
"1599"	"NK.cells.resting"	"V786"	0.202687993	1.15e-100
"1600"	"NK.cells.resting"	"V788"	-0.227645888	3.61e-127
"1601"	"NK.cells.resting"	"V789"	-0.161122414	8.02e-64
"1602"	"NK.cells.resting"	"V804"	0.009531145	0.321591427
"1603"	"NK.cells.resting"	"V814"	0.080967973	3.34e-17
"1604"	"NK.cells.resting"	"V825"	0.140590269	7.11e-49
"1605"	"NK.cells.resting"	"V833"	-0.112543922	7.85e-32
"1606"	"NK.cells.resting"	"V839"	-0.110347656	1.17e-30
"1607"	"NK.cells.resting"	"V840"	0.211737833	6.88e-110
"1608"	"NK.cells.resting"	"V843"	0.051443541	8.64e-08
"1609"	"NK.cells.resting"	"V856"	-0.071219086	1.21e-13
"1610"	"NK.cells.resting"	"V870"	0.014475214	0.132222103
"1611"	"NK.cells.resting"	"V881"	0.009223077	0.337481212
"1612"	"NK.cells.resting"	"V882"	0.013107494	0.17283733
"1613"	"NK.cells.resting"	"V887"	0.131750299	4.37e-43
"1614"	"NK.cells.resting"	"V888"	-0.087120965	1.11e-19
"1615"	"NK.cells.resting"	"V895"	-0.220452512	3.48e-119
"1616"	"NK.cells.resting"	"V896"	0.2075311	1.51e-105
"1617"	"NK.cells.resting"	"V898"	0.298110659	6.93e-221
"1618"	"NK.cells.resting"	"V923"	0.121016848	1.42e-36
"1619"	"NK.cells.resting"	"V926"	-0.108376817	1.26e-29
"1620"	"NK.cells.resting"	"V946"	0.069540351	4.47e-13
"1621"	"NK.cells.resting"	"V949"	0.263244394	6.44e-171
"1622"	"NK.cells.resting"	"V960"	0.086981295	1.27e-19
"1623"	"NK.cells.resting"	"V964"	0.07314481	2.6e-14
"1624"	"NK.cells.resting"	"V986"	-0.050312046	1.65e-07
"1625"	"NK.cells.resting"	"V1002"	-0.334044504	3.16e-280
"1626"	"NK.cells.resting"	"V1032"	0.066253481	5.29e-12
"1627"	"NK.cells.resting"	"V1043"	-0.173665781	5.31e-74
"1628"	"NK.cells.resting"	"V1061"	-0.350686023	1.45121352045477e-310
"1629"	"NK.cells.resting"	"V1064"	0.047222144	8.95e-07
"1630"	"NK.cells.resting"	"V1069"	-0.140130469	1.45e-48
"1631"	"NK.cells.resting"	"V1108"	0.396306091	0
"1632"	"NK.cells.resting"	"V1112"	-0.026876862	0.005181873
"1633"	"NK.cells.resting"	"V1116"	-0.154121421	1.73e-58
"1634"	"NK.cells.resting"	"V1117"	0.045919861	1.77e-06
"1635"	"NK.cells.resting"	"V1119"	0.043954558	4.8e-06
"1636"	"NK.cells.resting"	"V1132"	-0.167315598	9.52e-69
"1637"	"NK.cells.resting"	"V1145"	-0.016241355	0.09120119
"1638"	"NK.cells.resting"	"V1155"	0.131932735	3.35e-43
"1639"	"NK.cells.resting"	"V1164"	0.178779741	2.21e-78
"1640"	"NK.cells.resting"	"V1170"	-0.079283601	1.48e-16
"1641"	"NK.cells.resting"	"V1185"	0.178779736	2.21e-78
"1642"	"NK.cells.resting"	"V1194"	-0.057314699	2.44e-09
"1643"	"NK.cells.resting"	"V1195"	-0.055040922	1.02e-08
"1644"	"NK.cells.resting"	"V1198"	0.031454437	0.001068485
"1645"	"NK.cells.resting"	"V1204"	-0.062416621	8.18e-11
"1646"	"NK.cells.resting"	"V1205"	0.183325082	2.17e-82
"1647"	"NK.cells.resting"	"V1209"	-0.003213078	0.738275538
"1648"	"NK.cells.resting"	"V1224"	-0.11478067	4.75e-33
"1649"	"NK.cells.resting"	"V1225"	-0.013873686	0.149067598
"1650"	"NK.cells.resting"	"V1226"	0.104248702	1.59e-27
"1651"	"NK.cells.resting"	"V1233"	-0.334240536	1.42e-280
"1652"	"NK.cells.resting"	"V1246"	-0.133232597	4.97e-44
"1653"	"NK.cells.resting"	"V1254"	0.042067161	1.21e-05
"1654"	"NK.cells.resting"	"V1275"	-0.051439245	8.66e-08
"1655"	"NK.cells.resting"	"V1303"	-0.151251407	2.26e-56
"1656"	"NK.cells.resting"	"V1313"	-0.007751057	0.42020471
"1657"	"NK.cells.resting"	"V1326"	0.040118871	3e-05
"1658"	"NK.cells.resting"	"V1359"	0.103727029	2.89e-27
"1659"	"NK.cells.resting"	"V1366"	-0.086045534	3.11e-19
"1660"	"NK.cells.resting"	"V1373"	-0.184655392	1.39e-83
"1661"	"NK.cells.resting"	"V1378"	-0.059513879	5.85e-10
"1662"	"NK.cells.activated"	"V2"	0.078322285	3.42e-16
"1663"	"NK.cells.activated"	"V8"	-0.001916164	0.842053547
"1664"	"NK.cells.activated"	"V12"	0.028315279	0.003227718
"1665"	"NK.cells.activated"	"V28"	0.031892222	0.000908578
"1666"	"NK.cells.activated"	"V36"	0.04254598	9.58e-06
"1667"	"NK.cells.activated"	"V46"	-0.118963683	2.15e-35
"1668"	"NK.cells.activated"	"V55"	0.064631153	1.72e-11
"1669"	"NK.cells.activated"	"V63"	0.083521703	3.29e-18
"1670"	"NK.cells.activated"	"V67"	-0.029133671	0.002442827
"1671"	"NK.cells.activated"	"V82"	0.002209734	0.818249768
"1672"	"NK.cells.activated"	"V116"	0.035042928	0.000267048
"1673"	"NK.cells.activated"	"V131"	0.009913554	0.302557963
"1674"	"NK.cells.activated"	"V139"	-0.036004641	0.00018008
"1675"	"NK.cells.activated"	"V143"	0.052388433	4.99e-08
"1676"	"NK.cells.activated"	"V146"	-0.10735935	4.22e-29
"1677"	"NK.cells.activated"	"V148"	0.001293763	0.892973978
"1678"	"NK.cells.activated"	"V163"	0.109330928	4e-30
"1679"	"NK.cells.activated"	"V169"	-0.00056307	0.953306369
"1680"	"NK.cells.activated"	"V207"	-0.003351695	0.727424861
"1681"	"NK.cells.activated"	"V215"	0.025831181	0.00721607
"1682"	"NK.cells.activated"	"V220"	0.053833824	2.11e-08
"1683"	"NK.cells.activated"	"V240"	0.055998589	5.61e-09
"1684"	"NK.cells.activated"	"V252"	0.051378562	8.97e-08
"1685"	"NK.cells.activated"	"V253"	-0.105306316	4.68e-28
"1686"	"NK.cells.activated"	"V257"	-0.040754822	2.24e-05
