"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"1265"	"T.cells.regulatory..Tregs."	"V511"	-0.006	0.532710705	89
"1266"	"T.cells.regulatory..Tregs."	"V516"	-0.215	2.24e-113	90
"1267"	"T.cells.regulatory..Tregs."	"V518"	-0.153	1.45e-57	91
"1268"	"T.cells.regulatory..Tregs."	"V521"	-0.05	1.99e-07	92
"1269"	"T.cells.regulatory..Tregs."	"V522"	0.0488	3.89e-07	93
"1270"	"T.cells.regulatory..Tregs."	"V523"	0.131	1.58e-42	94
"1271"	"T.cells.regulatory..Tregs."	"V540"	-0.0211	0.028554339	95
"1272"	"T.cells.regulatory..Tregs."	"V564"	-0.0158	0.099580474	97
"1273"	"T.cells.regulatory..Tregs."	"V567"	-0.0456	2.12e-06	98
"1274"	"T.cells.regulatory..Tregs."	"V579"	-0.221	6.34e-120	99
"1275"	"T.cells.regulatory..Tregs."	"V593"	0.134	3.07e-44	100
"1276"	"T.cells.regulatory..Tregs."	"V601"	0.13	8.97e-42	101
"1277"	"T.cells.regulatory..Tregs."	"V609"	-0.0444	3.76e-06	102
"1278"	"T.cells.regulatory..Tregs."	"V630"	-0.0595	5.73e-10	104
"1279"	"T.cells.regulatory..Tregs."	"V647"	0.0165	0.08642812	105
"1280"	"T.cells.regulatory..Tregs."	"V649"	-0.0205	0.032902283	106
"1281"	"T.cells.regulatory..Tregs."	"V659"	0.152	4.94e-57	107
"1282"	"T.cells.regulatory..Tregs."	"V661"	0.208	1.92e-106	108
"1283"	"T.cells.regulatory..Tregs."	"V668"	-0.228	2.81e-127	109
"1284"	"T.cells.regulatory..Tregs."	"V669"	-0.106	1.83e-28	110
"1285"	"T.cells.regulatory..Tregs."	"V670"	0.0171	0.074842684	112
"1286"	"T.cells.regulatory..Tregs."	"V671"	0.227	4.33e-126	113
"1287"	"T.cells.regulatory..Tregs."	"V680"	0.0129	0.179958412	114
"1288"	"T.cells.regulatory..Tregs."	"V712"	0.0712	1.2e-13	115
"1289"	"T.cells.regulatory..Tregs."	"V736"	-0.14	3.11e-48	116
"1290"	"T.cells.regulatory..Tregs."	"V738"	0.263	1.43e-170	117
"1291"	"T.cells.regulatory..Tregs."	"V747"	-0.0219	0.022571841	118
"1292"	"T.cells.regulatory..Tregs."	"V754"	0.119	2.12e-35	119
"1293"	"T.cells.regulatory..Tregs."	"V756"	0.33	7.4e-273	120
"1294"	"T.cells.regulatory..Tregs."	"V758"	0.0309	0.001306193	121
"1295"	"T.cells.regulatory..Tregs."	"V773"	-0.187	1.5e-85	122
"1296"	"T.cells.regulatory..Tregs."	"V777"	-0.0237	0.013541425	123
"1297"	"T.cells.regulatory..Tregs."	"V786"	0.118	9.37e-35	124
"1298"	"T.cells.regulatory..Tregs."	"V788"	-0.159	3.24e-62	125
"1299"	"T.cells.regulatory..Tregs."	"V789"	-0.0799	8.88e-17	126
"1300"	"T.cells.regulatory..Tregs."	"V804"	0.047	1.02e-06	128
"1301"	"T.cells.regulatory..Tregs."	"V814"	0.148	4.28e-54	129
"1302"	"T.cells.regulatory..Tregs."	"V825"	0.225	1.04e-123	131
"1303"	"T.cells.regulatory..Tregs."	"V833"	0.0882	4.04e-20	132
"1304"	"T.cells.regulatory..Tregs."	"V839"	-0.181	6.33e-80	133
"1305"	"T.cells.regulatory..Tregs."	"V840"	0.132	1.69e-43	134
"1306"	"T.cells.regulatory..Tregs."	"V843"	0.0995	3.29e-25	135
"1307"	"T.cells.regulatory..Tregs."	"V856"	-0.0765	1.69e-15	136
"1308"	"T.cells.regulatory..Tregs."	"V870"	-0.13	3.58e-42	137
"1309"	"T.cells.regulatory..Tregs."	"V881"	-0.0944	7.85e-23	138
"1310"	"T.cells.regulatory..Tregs."	"V882"	0.109	3.41e-30	139
"1311"	"T.cells.regulatory..Tregs."	"V887"	0.17	3.87e-71	140
"1312"	"T.cells.regulatory..Tregs."	"V888"	-0.00209	0.828051501	141
"1313"	"T.cells.regulatory..Tregs."	"V895"	-0.307	4.35e-234	142
"1314"	"T.cells.regulatory..Tregs."	"V896"	0.178	5.02e-78	143
"1315"	"T.cells.regulatory..Tregs."	"V898"	0.267	1.43e-175	144
"1316"	"T.cells.regulatory..Tregs."	"V923"	0.0454	2.33e-06	145
"1317"	"T.cells.regulatory..Tregs."	"V926"	-0.016	0.096943526	146
"1318"	"T.cells.regulatory..Tregs."	"V946"	0.055	1.05e-08	147
"1319"	"T.cells.regulatory..Tregs."	"V949"	0.181	1.52e-80	148
"1320"	"T.cells.regulatory..Tregs."	"V960"	0.134	1.44e-44	149
"1321"	"T.cells.regulatory..Tregs."	"V964"	0.0136	0.157269864	150
"1322"	"T.cells.regulatory..Tregs."	"V986"	0.0743	9.91e-15	151
"1323"	"T.cells.regulatory..Tregs."	"V1002"	-0.285	1.61e-201	1
"1324"	"T.cells.regulatory..Tregs."	"V1032"	0.205	1.25e-102	2
"1325"	"T.cells.regulatory..Tregs."	"V1043"	-0.111	3.4e-31	3
"1326"	"T.cells.regulatory..Tregs."	"V1061"	-0.366	0	4
"1327"	"T.cells.regulatory..Tregs."	"V1064"	-0.0595	5.74e-10	5
"1328"	"T.cells.regulatory..Tregs."	"V1069"	0.0348	0.000295374	6
"1329"	"T.cells.regulatory..Tregs."	"V1108"	0.466	0	7
"1330"	"T.cells.regulatory..Tregs."	"V1112"	0.0696	4.32e-13	8
"1331"	"T.cells.regulatory..Tregs."	"V1116"	-0.37	0	9
"1332"	"T.cells.regulatory..Tregs."	"V1117"	-0.0704	2.29e-13	10
"1333"	"T.cells.regulatory..Tregs."	"V1119"	0.0222	0.020775842	11
"1334"	"T.cells.regulatory..Tregs."	"V1132"	-0.198	1.78e-96	12
"1335"	"T.cells.regulatory..Tregs."	"V1145"	-0.065	1.29e-11	13
"1336"	"T.cells.regulatory..Tregs."	"V1155"	-0.00053	0.956020112	14
"1337"	"T.cells.regulatory..Tregs."	"V1164"	0.245	4.18e-148	16
"1338"	"T.cells.regulatory..Tregs."	"V1170"	-0.138	4.44e-47	17
"1339"	"T.cells.regulatory..Tregs."	"V1185"	0.242	6.44e-144	18
"1340"	"T.cells.regulatory..Tregs."	"V1194"	-0.0957	1.93e-23	19
"1341"	"T.cells.regulatory..Tregs."	"V1195"	-0.115	2.17e-33	20
"1342"	"T.cells.regulatory..Tregs."	"V1198"	0.103	7.69e-27	21
"1343"	"T.cells.regulatory..Tregs."	"V1204"	-0.186	4e-85	23
"1344"	"T.cells.regulatory..Tregs."	"V1205"	0.223	9.15e-122	24
"1345"	"T.cells.regulatory..Tregs."	"V1209"	-0.00129	0.893492364	25
"1346"	"T.cells.regulatory..Tregs."	"V1224"	-0.0754	4.05e-15	26
"1347"	"T.cells.regulatory..Tregs."	"V1225"	0.0292	0.002390145	27
"1348"	"T.cells.regulatory..Tregs."	"V1226"	-0.0326	0.000708698	28
"1349"	"T.cells.regulatory..Tregs."	"V1233"	-0.256	1.28e-161	29
"1350"	"T.cells.regulatory..Tregs."	"V1246"	0.0114	0.237249221	30
"1351"	"T.cells.regulatory..Tregs."	"V1254"	-0.157	1.19e-60	31
"1352"	"T.cells.regulatory..Tregs."	"V1275"	-0.0859	3.65e-19	32
"1353"	"T.cells.regulatory..Tregs."	"V1303"	-0.18	3.59e-79	33
"1354"	"T.cells.regulatory..Tregs."	"V1313"	0.05	1.96e-07	35
"1355"	"T.cells.regulatory..Tregs."	"V1326"	0.0904	4.35e-21	36
"1356"	"T.cells.regulatory..Tregs."	"V1359"	0.0968	6.06e-24	37
"1357"	"T.cells.regulatory..Tregs."	"V1366"	-0.083	5.35e-18	38
"1358"	"T.cells.regulatory..Tregs."	"V1373"	-0.387	0	39
"1359"	"T.cells.regulatory..Tregs."	"V1378"	-0.0825	8.23e-18	40
"1360"	"T.cells.gamma.delta"	"V2"	-0.05	1.95e-07	47
"1361"	"T.cells.gamma.delta"	"V8"	0.00641	0.504905642	127
"1362"	"T.cells.gamma.delta"	"V12"	0.0333	0.000529593	22
"1363"	"T.cells.gamma.delta"	"V28"	0.00301	0.754002718	57
"1364"	"T.cells.gamma.delta"	"V36"	0.00315	0.743200447	66
"1365"	"T.cells.gamma.delta"	"V46"	0.0294	0.002266405	79
"1366"	"T.cells.gamma.delta"	"V55"	0.0341	0.000396372	96
"1367"	"T.cells.gamma.delta"	"V63"	-0.0124	0.198386736	103
"1368"	"T.cells.gamma.delta"	"V67"	0.0178	0.064667396	111
"1369"	"T.cells.gamma.delta"	"V82"	0.0267	0.005492279	130
"1370"	"T.cells.gamma.delta"	"V116"	-0.0482	5.24e-07	15
"1371"	"T.cells.gamma.delta"	"V131"	-0.046	1.68e-06	34
"1372"	"T.cells.gamma.delta"	"V139"	0.036	0.000176753	41
"1373"	"T.cells.gamma.delta"	"V143"	0.0664	4.61e-12	42
"1374"	"T.cells.gamma.delta"	"V146"	0.0518	6.85e-08	43
"1375"	"T.cells.gamma.delta"	"V148"	0.0729	3.09e-14	44
"1376"	"T.cells.gamma.delta"	"V163"	0.0378	8.28e-05	45
"1377"	"T.cells.gamma.delta"	"V169"	0.0373	0.000102924	46
"1378"	"T.cells.gamma.delta"	"V207"	0.0146	0.128538194	48
"1379"	"T.cells.gamma.delta"	"V215"	-0.0131	0.171815208	49
"1380"	"T.cells.gamma.delta"	"V220"	0.0138	0.152637569	50
"1381"	"T.cells.gamma.delta"	"V240"	-0.0717	8.23e-14	51
"1382"	"T.cells.gamma.delta"	"V252"	0.0228	0.017878017	52
"1383"	"T.cells.gamma.delta"	"V253"	-0.0264	0.005942676	53
"1384"	"T.cells.gamma.delta"	"V257"	-0.00514	0.592913966	54
"1385"	"T.cells.gamma.delta"	"V269"	0.0185	0.054393795	55
"1386"	"T.cells.gamma.delta"	"V271"	-0.0137	0.154384221	56
"1387"	"T.cells.gamma.delta"	"V286"	-0.0275	0.00416743	58
"1388"	"T.cells.gamma.delta"	"V291"	0.0122	0.206308847	59
"1389"	"T.cells.gamma.delta"	"V295"	-0.0194	0.043476832	60
"1390"	"T.cells.gamma.delta"	"V305"	-0.00809	0.400290131	61
"1391"	"T.cells.gamma.delta"	"V336"	4.81e-05	0.996007804	62
"1392"	"T.cells.gamma.delta"	"V342"	0.0219	0.022455969	63
"1393"	"T.cells.gamma.delta"	"V352"	0.0207	0.031148817	64
"1394"	"T.cells.gamma.delta"	"V357"	0.0744	9.51e-15	65
"1395"	"T.cells.gamma.delta"	"V360"	-0.0782	3.96e-16	67
"1396"	"T.cells.gamma.delta"	"V366"	-0.057	3.02e-09	68
"1397"	"T.cells.gamma.delta"	"V373"	0.00394	0.681988296	69
"1398"	"T.cells.gamma.delta"	"V394"	0.0158	0.100892379	70
"1399"	"T.cells.gamma.delta"	"V405"	0.0806	4.46e-17	71
"1400"	"T.cells.gamma.delta"	"V413"	0.0106	0.269678913	72
"1401"	"T.cells.gamma.delta"	"V425"	0.00675	0.482608326	73
"1402"	"T.cells.gamma.delta"	"V426"	0.0258	0.007213971	74
"1403"	"T.cells.gamma.delta"	"V442"	0.0134	0.163014366	75
"1404"	"T.cells.gamma.delta"	"V451"	-0.0263	0.006327832	76
"1405"	"T.cells.gamma.delta"	"V455"	0.0688	7.77e-13	77
"1406"	"T.cells.gamma.delta"	"V458"	0.0455	2.21e-06	78
"1407"	"T.cells.gamma.delta"	"V464"	0.0108	0.263352585	80
"1408"	"T.cells.gamma.delta"	"V466"	-0.0298	0.001944554	81
"1409"	"T.cells.gamma.delta"	"V467"	-0.0105	0.273761908	82
"1410"	"T.cells.gamma.delta"	"V479"	0.0104	0.27818769	83
"1411"	"T.cells.gamma.delta"	"V482"	0.0498	2.2e-07	84
"1412"	"T.cells.gamma.delta"	"V485"	0.0221	0.021500925	85
"1413"	"T.cells.gamma.delta"	"V486"	-0.0386	6.02e-05	86
"1414"	"T.cells.gamma.delta"	"V487"	0.0448	3.13e-06	87
"1415"	"T.cells.gamma.delta"	"V494"	0.0273	0.004484095	88
"1416"	"T.cells.gamma.delta"	"V511"	0.0192	0.045469634	89
"1417"	"T.cells.gamma.delta"	"V516"	0.00607	0.52773621	90
"1418"	"T.cells.gamma.delta"	"V518"	0.043	7.54e-06	91
"1419"	"T.cells.gamma.delta"	"V521"	0.0886	2.73e-20	92
"1420"	"T.cells.gamma.delta"	"V522"	0.0308	0.001333262	93
"1421"	"T.cells.gamma.delta"	"V523"	0.00754	0.433146185	94
"1422"	"T.cells.gamma.delta"	"V540"	-0.0545	1.44e-08	95
"1423"	"T.cells.gamma.delta"	"V564"	0.00685	0.475926331	97
"1424"	"T.cells.gamma.delta"	"V567"	0.00337	0.726274768	98
"1425"	"T.cells.gamma.delta"	"V579"	0.0416	1.5e-05	99
"1426"	"T.cells.gamma.delta"	"V593"	0.0382	6.92e-05	100
"1427"	"T.cells.gamma.delta"	"V601"	0.0193	0.045125596	101
"1428"	"T.cells.gamma.delta"	"V609"	0.0245	0.010814066	102
"1429"	"T.cells.gamma.delta"	"V630"	0.019	0.047808985	104
"1430"	"T.cells.gamma.delta"	"V647"	-0.0333	0.000534833	105
"1431"	"T.cells.gamma.delta"	"V649"	-0.00375	0.696594372	106
"1432"	"T.cells.gamma.delta"	"V659"	-0.0157	0.102111863	107
"1433"	"T.cells.gamma.delta"	"V661"	-0.0721	5.87e-14	108
"1434"	"T.cells.gamma.delta"	"V668"	0.00882	0.359160829	109
"1435"	"T.cells.gamma.delta"	"V669"	-0.0333	0.000525686	110
"1436"	"T.cells.gamma.delta"	"V670"	0.0305	0.001485213	112
"1437"	"T.cells.gamma.delta"	"V671"	0.00651	0.498538763	113
"1438"	"T.cells.gamma.delta"	"V680"	-0.0382	7.17e-05	114
"1439"	"T.cells.gamma.delta"	"V712"	-0.0427	8.7e-06	115
"1440"	"T.cells.gamma.delta"	"V736"	0.0228	0.017966309	116
"1441"	"T.cells.gamma.delta"	"V738"	0.079	1.82e-16	117
"1442"	"T.cells.gamma.delta"	"V747"	-0.0575	2.21e-09	118
"1443"	"T.cells.gamma.delta"	"V754"	-0.0358	0.000197556	119
"1444"	"T.cells.gamma.delta"	"V756"	-0.0145	0.131580691	120
"1445"	"T.cells.gamma.delta"	"V758"	0.0673	2.37e-12	121
"1446"	"T.cells.gamma.delta"	"V773"	0.0284	0.003112392	122
"1447"	"T.cells.gamma.delta"	"V777"	-0.0477	6.98e-07	123
"1448"	"T.cells.gamma.delta"	"V786"	-0.0109	0.256130405	124
"1449"	"T.cells.gamma.delta"	"V788"	0.0399	3.3e-05	125
"1450"	"T.cells.gamma.delta"	"V789"	-0.00985	0.305451863	126
"1451"	"T.cells.gamma.delta"	"V804"	-0.000312	0.974129327	128
"1452"	"T.cells.gamma.delta"	"V814"	-0.0439	5.03e-06	129
"1453"	"T.cells.gamma.delta"	"V825"	-0.00875	0.363060329	131
"1454"	"T.cells.gamma.delta"	"V833"	-0.04	3.19e-05	132
"1455"	"T.cells.gamma.delta"	"V839"	-0.00056	0.953545815	133
"1456"	"T.cells.gamma.delta"	"V840"	0.0301	0.001748643	134
"1457"	"T.cells.gamma.delta"	"V843"	0.0176	0.066767185	135
"1458"	"T.cells.gamma.delta"	"V856"	0.032	0.000875914	136
"1459"	"T.cells.gamma.delta"	"V870"	0.0515	8.22e-08	137
"1460"	"T.cells.gamma.delta"	"V881"	0.0193	0.044961223	138
"1461"	"T.cells.gamma.delta"	"V882"	-0.0147	0.125249971	139
"1462"	"T.cells.gamma.delta"	"V887"	0.0372	0.000107957	140
"1463"	"T.cells.gamma.delta"	"V888"	-0.00417	0.664487614	141
"1464"	"T.cells.gamma.delta"	"V895"	0.00677	0.481321544	142
"1465"	"T.cells.gamma.delta"	"V896"	0.0211	0.028018019	143
"1466"	"T.cells.gamma.delta"	"V898"	0.00607	0.527631925	144
"1467"	"T.cells.gamma.delta"	"V923"	-0.00345	0.719775581	145
"1468"	"T.cells.gamma.delta"	"V926"	-0.096	1.38e-23	146
"1469"	"T.cells.gamma.delta"	"V946"	-0.00241	0.802284356	147
"1470"	"T.cells.gamma.delta"	"V949"	0.00846	0.378746339	148
"1471"	"T.cells.gamma.delta"	"V960"	-0.0166	0.084853128	149
"1472"	"T.cells.gamma.delta"	"V964"	-0.0217	0.023729696	150
"1473"	"T.cells.gamma.delta"	"V986"	0.00223	0.816678543	151
"1474"	"T.cells.gamma.delta"	"V1002"	-0.0716	8.62e-14	1
"1475"	"T.cells.gamma.delta"	"V1032"	-0.0048	0.618013876	2
"1476"	"T.cells.gamma.delta"	"V1043"	-0.0283	0.003202933	3
"1477"	"T.cells.gamma.delta"	"V1061"	-0.0952	3.48e-23	4
"1478"	"T.cells.gamma.delta"	"V1064"	-0.0362	0.000165577	5
"1479"	"T.cells.gamma.delta"	"V1069"	0.0131	0.173946434	6
"1480"	"T.cells.gamma.delta"	"V1108"	0.0949	4.6e-23	7
"1481"	"T.cells.gamma.delta"	"V1112"	-0.0555	7.79e-09	8
"1482"	"T.cells.gamma.delta"	"V1116"	0.00641	0.504886845	9
"1483"	"T.cells.gamma.delta"	"V1117"	0.0793	1.45e-16	10
"1484"	"T.cells.gamma.delta"	"V1119"	-0.00136	0.887661548	11
"1485"	"T.cells.gamma.delta"	"V1132"	-0.0245	0.010695716	12
"1486"	"T.cells.gamma.delta"	"V1145"	-0.058	1.55e-09	13
"1487"	"T.cells.gamma.delta"	"V1155"	0.00335	0.727908189	14
"1488"	"T.cells.gamma.delta"	"V1164"	-0.0368	0.000129916	16
"1489"	"T.cells.gamma.delta"	"V1170"	0.0134	0.163421434	17
"1490"	"T.cells.gamma.delta"	"V1185"	-0.0138	0.150000066	18
"1491"	"T.cells.gamma.delta"	"V1194"	0.0603	3.43e-10	19
"1492"	"T.cells.gamma.delta"	"V1195"	6.19e-05	0.994860359	20
"1493"	"T.cells.gamma.delta"	"V1198"	-0.0456	2.07e-06	21
"1494"	"T.cells.gamma.delta"	"V1204"	-0.00577	0.548717273	23
"1495"	"T.cells.gamma.delta"	"V1205"	-0.0424	1.03e-05	24
"1496"	"T.cells.gamma.delta"	"V1209"	-0.0463	1.47e-06	25
"1497"	"T.cells.gamma.delta"	"V1224"	-0.0161	0.09503374	26
"1498"	"T.cells.gamma.delta"	"V1225"	-0.0276	0.004118391	27
"1499"	"T.cells.gamma.delta"	"V1226"	0.043085422	7.37e-06	28
"1500"	"T.cells.gamma.delta"	"V1233"	0.020591717	0.032224304	29
"1501"	"T.cells.gamma.delta"	"V1246"	-0.036003712	0.000180149	30
"1502"	"T.cells.gamma.delta"	"V1254"	0.030610824	0.001452294	31
"1503"	"T.cells.gamma.delta"	"V1275"	0.055856842	6.13e-09	32
"1504"	"T.cells.gamma.delta"	"V1303"	-0.041942282	1.28e-05	33
"1505"	"T.cells.gamma.delta"	"V1313"	-0.052342244	5.12e-08	35
"1506"	"T.cells.gamma.delta"	"V1326"	-0.049043512	3.34e-07	36
"1507"	"T.cells.gamma.delta"	"V1359"	-0.001959921	0.838495811	37
"1508"	"T.cells.gamma.delta"	"V1366"	-0.055056223	1.01e-08	38
"1509"	"T.cells.gamma.delta"	"V1373"	0.05666754	3.68e-09	39
"1510"	"T.cells.gamma.delta"	"V1378"	-0.054875768	1.12e-08	40
"1511"	"NK.cells.resting"	"V2"	-0.20871888	9.17e-107	47
"1512"	"NK.cells.resting"	"V8"	0.163949864	4.78e-66	127
"1513"	"NK.cells.resting"	"V12"	-0.11511924	3.09e-33	22
"1514"	"NK.cells.resting"	"V28"	-0.060749274	2.56e-10	57
"1515"	"NK.cells.resting"	"V36"	-0.003349872	0.727567208	66
"1516"	"NK.cells.resting"	"V46"	0.065043164	1.28e-11	79
"1517"	"NK.cells.resting"	"V55"	-0.12235425	2.35e-37	96
"1518"	"NK.cells.resting"	"V63"	-0.094143745	9.99e-23	103
"1519"	"NK.cells.resting"	"V67"	-0.012492725	0.193873912	111
"1520"	"NK.cells.resting"	"V82"	-0.053680793	2.32e-08	130
"1521"	"NK.cells.resting"	"V116"	-0.028487354	0.003045768	15
"1522"	"NK.cells.resting"	"V131"	-0.391321997	0	34
"1523"	"NK.cells.resting"	"V139"	-0.063483724	3.88e-11	41
"1524"	"NK.cells.resting"	"V143"	0.233002777	2.68e-133	42
"1525"	"NK.cells.resting"	"V146"	0.333212817	9.26e-279	43
"1526"	"NK.cells.resting"	"V148"	0.375189387	0	44
"1527"	"NK.cells.resting"	"V163"	-0.237811007	6.17e-139	45
"1528"	"NK.cells.resting"	"V169"	-0.101392614	4.05e-26	46
"1529"	"NK.cells.resting"	"V207"	0.169869838	7.77e-71	48
"1530"	"NK.cells.resting"	"V215"	0.013534399	0.159266047	49
"1531"	"NK.cells.resting"	"V220"	0.019600989	0.041494228	50
"1532"	"NK.cells.resting"	"V240"	0.003993623	0.677915217	51
"1533"	"NK.cells.resting"	"V252"	-0.156282799	4.15e-60	52
"1534"	"NK.cells.resting"	"V253"	0.200655813	1.18e-98	53
"1535"	"NK.cells.resting"	"V257"	0.081830993	1.54e-17	54
"1536"	"NK.cells.resting"	"V269"	-0.121718554	5.54e-37	55
"1537"	"NK.cells.resting"	"V271"	-0.052313038	5.21e-08	56
"1538"	"NK.cells.resting"	"V286"	0.151797578	9.01e-57	58
"1539"	"NK.cells.resting"	"V291"	-0.009820159	0.307135844	59
"1540"	"NK.cells.resting"	"V295"	0.144033554	3.1e-51	60
"1541"	"NK.cells.resting"	"V305"	-0.00541848	0.573103308	61
"1542"	"NK.cells.resting"	"V336"	-0.001514778	0.874830273	62
"1543"	"NK.cells.resting"	"V342"	-0.028944035	0.002607307	63
"1544"	"NK.cells.resting"	"V352"	-0.034375422	0.000349088	64
"1545"	"NK.cells.resting"	"V357"	0.260866039	9.03e-168	65
"1546"	"NK.cells.resting"	"V360"	-0.238019202	3.49e-139	67
"1547"	"NK.cells.resting"	"V366"	0.215468283	8.09e-114	68
"1548"	"NK.cells.resting"	"V373"	-0.074377832	9.52e-15	69
"1549"	"NK.cells.resting"	"V394"	-0.117885918	8.81e-35	70
"1550"	"NK.cells.resting"	"V405"	0.037004556	0.000118347	71
"1551"	"NK.cells.resting"	"V413"	-0.003473133	0.71796353	72
"1552"	"NK.cells.resting"	"V425"	0.055807651	6.32e-09	73
"1553"	"NK.cells.resting"	"V426"	-0.125832957	2e-39	74
"1554"	"NK.cells.resting"	"V442"	-0.029897159	0.001872242	75
"1555"	"NK.cells.resting"	"V451"	-0.013817162	0.150731118	76
"1556"	"NK.cells.resting"	"V455"	0.261894892	3.97e-169	77
"1557"	"NK.cells.resting"	"V458"	0.314487443	6.54e-247	78
"1558"	"NK.cells.resting"	"V464"	-0.13904613	7.77e-48	80
"1559"	"NK.cells.resting"	"V466"	-0.08888812	2.01e-20	81
"1560"	"NK.cells.resting"	"V467"	0.064083149	2.54e-11	82
"1561"	"NK.cells.resting"	"V479"	-0.025992577	0.0068614	83
"1562"	"NK.cells.resting"	"V482"	-0.034209691	0.000372833	84
"1563"	"NK.cells.resting"	"V485"	0.040931272	2.06e-05	85
"1564"	"NK.cells.resting"	"V486"	-0.168105273	2.17e-69	86
"1565"	"NK.cells.resting"	"V487"	-0.227442139	6.13e-127	87
"1566"	"NK.cells.resting"	"V494"	-0.006414758	0.504711182	88
"1567"	"NK.cells.resting"	"V511"	-0.055536949	7.47e-09	89
"1568"	"NK.cells.resting"	"V516"	-0.131144079	1.05e-42	90
"1569"	"NK.cells.resting"	"V518"	-0.101368796	4.16e-26	91
"1570"	"NK.cells.resting"	"V521"	0.066480003	4.48e-12	92
"1571"	"NK.cells.resting"	"V522"	0.165616831	2.23e-67	93
"1572"	"NK.cells.resting"	"V523"	0.167018042	1.66e-68	94
"1573"	"NK.cells.resting"	"V540"	0.01897429	0.048453765	95
"1574"	"NK.cells.resting"	"V564"	0.021937019	0.022514955	97
"1575"	"NK.cells.resting"	"V567"	-0.014012795	0.145033279	98
"1576"	"NK.cells.resting"	"V579"	-0.154008291	2.1e-58	99
"1577"	"NK.cells.resting"	"V593"	0.128697631	3.55e-41	100
"1578"	"NK.cells.resting"	"V601"	0.149377757	5.16e-55	101
"1579"	"NK.cells.resting"	"V609"	-0.052073012	6e-08	102
"1580"	"NK.cells.resting"	"V630"	-0.225987025	2.65e-125	104
"1581"	"NK.cells.resting"	"V647"	-0.088782564	2.22e-20	105
"1582"	"NK.cells.resting"	"V649"	-0.101187708	5.09e-26	106
"1583"	"NK.cells.resting"	"V659"	-0.019817294	0.039297503	107
"1584"	"NK.cells.resting"	"V661"	0.139444962	4.2e-48	108
"1585"	"NK.cells.resting"	"V668"	-0.121314696	9.52e-37	109
"1586"	"NK.cells.resting"	"V669"	-0.082685234	7.09e-18	110
"1587"	"NK.cells.resting"	"V670"	0.144752167	9.82e-52	112
"1588"	"NK.cells.resting"	"V671"	0.194300452	1.65e-92	113
"1589"	"NK.cells.resting"	"V680"	0.065249254	1.1e-11	114
"1590"	"NK.cells.resting"	"V712"	0.048192371	5.32e-07	115
"1591"	"NK.cells.resting"	"V736"	-0.092354665	6.28e-22	116
"1592"	"NK.cells.resting"	"V738"	0.182390118	1.48e-81	117
"1593"	"NK.cells.resting"	"V747"	0.064418926	2e-11	118
"1594"	"NK.cells.resting"	"V754"	0.145158344	5.11e-52	119
"1595"	"NK.cells.resting"	"V756"	0.319335504	6.12e-255	120
"1596"	"NK.cells.resting"	"V758"	0.113966816	1.33e-32	121
"1597"	"NK.cells.resting"	"V773"	-0.158364024	1.09e-61	122
"1598"	"NK.cells.resting"	"V777"	-0.03868403	5.71e-05	123
"1599"	"NK.cells.resting"	"V786"	0.202687993	1.15e-100	124
"1600"	"NK.cells.resting"	"V788"	-0.227645888	3.61e-127	125
"1601"	"NK.cells.resting"	"V789"	-0.161122414	8.02e-64	126
"1602"	"NK.cells.resting"	"V804"	0.009531145	0.321591427	128
"1603"	"NK.cells.resting"	"V814"	0.080967973	3.34e-17	129
"1604"	"NK.cells.resting"	"V825"	0.140590269	7.11e-49	131
"1605"	"NK.cells.resting"	"V833"	-0.112543922	7.85e-32	132
"1606"	"NK.cells.resting"	"V839"	-0.110347656	1.17e-30	133
"1607"	"NK.cells.resting"	"V840"	0.211737833	6.88e-110	134
"1608"	"NK.cells.resting"	"V843"	0.051443541	8.64e-08	135
"1609"	"NK.cells.resting"	"V856"	-0.071219086	1.21e-13	136
"1610"	"NK.cells.resting"	"V870"	0.014475214	0.132222103	137
"1611"	"NK.cells.resting"	"V881"	0.009223077	0.337481212	138
"1612"	"NK.cells.resting"	"V882"	0.013107494	0.17283733	139
"1613"	"NK.cells.resting"	"V887"	0.131750299	4.37e-43	140
"1614"	"NK.cells.resting"	"V888"	-0.087120965	1.11e-19	141
"1615"	"NK.cells.resting"	"V895"	-0.220452512	3.48e-119	142
"1616"	"NK.cells.resting"	"V896"	0.2075311	1.51e-105	143
"1617"	"NK.cells.resting"	"V898"	0.298110659	6.93e-221	144
"1618"	"NK.cells.resting"	"V923"	0.121016848	1.42e-36	145
"1619"	"NK.cells.resting"	"V926"	-0.108376817	1.26e-29	146
"1620"	"NK.cells.resting"	"V946"	0.069540351	4.47e-13	147
"1621"	"NK.cells.resting"	"V949"	0.263244394	6.44e-171	148
"1622"	"NK.cells.resting"	"V960"	0.086981295	1.27e-19	149
"1623"	"NK.cells.resting"	"V964"	0.07314481	2.6e-14	150
"1624"	"NK.cells.resting"	"V986"	-0.050312046	1.65e-07	151
"1625"	"NK.cells.resting"	"V1002"	-0.334044504	3.16e-280	1
"1626"	"NK.cells.resting"	"V1032"	0.066253481	5.29e-12	2
"1627"	"NK.cells.resting"	"V1043"	-0.173665781	5.31e-74	3
"1628"	"NK.cells.resting"	"V1061"	-0.350686023	1.45121352045477e-310	4
"1629"	"NK.cells.resting"	"V1064"	0.047222144	8.95e-07	5
