"DRUG_NAME"	"TC"	"Correlation"	"PValue"	"Compound..code.or.generic.name."	"Compound..brand.name."	"Target.s."	"Mechanism.of.action"	"Class"	"Highest.Phase"	"Organization"	"mTC"
"654"	23	"V36"	-0.124875367	0.005618423	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	86
"655"	19	"V13"	-0.124806781	0.008284874	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	10
"656"	8	"V33"	-0.124733835	0.005673115	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	76
"657"	21	"V346"	-0.124710376	0.005682226	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	80
"658"	11	"V155"	0.124707578	0.005683313	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	14
"659"	7	"V71"	-0.124685066	0.00637197	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	124
"660"	16	"V260"	0.124662045	0.005701039	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	52
"661"	7	"V81"	0.124628253	0.006396166	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	128
"662"	1	"V2"	0.124503282	0.005813284	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	37
"663"	2	"V405"	-0.124290015	0.005898364	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	99
"664"	13	"V358"	-0.124263018	0.006064009	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	85
"665"	10	"V72"	-0.12400032	0.012336646	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	125
"666"	23	"V265"	-0.123981278	0.005972049	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	53
"667"	16	"V102"	0.123831074	0.006033382	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	3
"668"	17	"V459"	0.123740622	0.006122715	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	115
"669"	5	"V160"	-0.123732814	0.006125958	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	16
"670"	21	"V81"	0.123136547	0.006324404	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	128
"671"	1	"V396"	0.122989801	0.006441717	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	97
"672"	7	"V459"	0.122979922	0.007135066	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	115
"673"	18	"V11"	0.122913078	0.00686975	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	4
"674"	22	"V200"	-0.122787472	0.006475382	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	38
"675"	15	"V459"	0.122770014	0.011740039	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	115
"676"	16	"V299"	-0.122761001	0.006486961	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	66
"677"	3	"V462"	-0.122751457	0.006491141	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	118
"678"	2	"V91"	-0.122632414	0.006598737	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	134
"679"	23	"V17"	0.122553199	0.006578512	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	21
"680"	15	"V118"	0.122384264	0.012008307	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	6
"681"	19	"V207"	-0.122335869	0.009663062	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	39
"682"	1	"V439"	0.122324815	0.006736623	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	110
"683"	16	"V12"	-0.12223676	0.006720153	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	8
"684"	17	"V55"	-0.1222076	0.006789842	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	122
"685"	22	"V116"	0.122170832	0.006750004	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	5
"686"	15	"V327"	0.121877527	0.012368943	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	74
"687"	15	"V85"	-0.121320045	0.012776715	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	130
"688"	24	"V412"	0.121253517	0.007667109	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	101
"689"	11	"V266"	-0.12125301	0.007178118	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	54
"690"	11	"V405"	-0.12122981	0.007189247	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	99
"691"	5	"V411"	-0.121201236	0.007262504	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	100
"692"	13	"V352"	0.121174624	0.007457257	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	83
"693"	22	"V372"	0.121162813	0.007221475	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	89
"694"	6	"V216"	-0.120971817	0.034461946	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	43
"695"	20	"V341"	-0.120433961	0.007642439	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	78
"696"	13	"V463"	-0.120391461	0.007853281	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	119
"697"	15	"V102"	0.120372819	0.013496819	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	3
"698"	18	"V22"	0.120296176	0.00816382	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	45
"699"	20	"V387"	0.120287556	0.007716922	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	94
"700"	1	"V381"	-0.120206839	0.007758264	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	91
"701"	12	"V9"	0.11999829	0.007865997	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	131
"702"	12	"V9"	0.11999829	0.007865997	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	132
"703"	17	"V260"	0.119680181	0.008032902	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	52
"704"	7	"V160"	-0.119675458	0.008850467	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	16
"705"	14	"V405"	-0.119636899	0.007991371	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	99
"706"	1	"V455"	0.119620909	0.008064348	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	114
"707"	6	"V81"	0.119542403	0.036662736	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	128
"708"	23	"V372"	0.119224396	0.008211715	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	89
"709"	23	"V28"	-0.11914536	0.008254547	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	60
"710"	8	"V21"	-0.119100237	0.00827909	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	41
"711"	6	"V116"	0.119079195	0.03740103	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	5
"712"	17	"V350"	-0.119061103	0.008366813	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	82
"713"	3	"V291"	0.119046389	0.008308464	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	64
"714"	7	"V463"	-0.119037503	0.009221109	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	119
"715"	21	"V280"	0.119034528	0.008314946	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	61
"716"	17	"V207"	-0.1188972	0.008457266	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	39
"717"	14	"V172"	0.118867982	0.00840645	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	24
"718"	21	"V412"	0.118023437	0.008884428	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	101
"719"	18	"V466"	-0.117979653	0.009486526	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	121
"720"	17	"V280"	0.11788224	0.009037076	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	61
"721"	21	"V55"	-0.117796411	0.009016978	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	122
"722"	19	"V22"	0.117588191	0.012893746	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	45
"723"	5	"V166"	0.117209508	0.009440643	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	20
"724"	20	"V208"	-0.116993381	0.009573657	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	40
"725"	12	"V81"	0.116772325	0.009711427	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	128
"726"	19	"V455"	0.116754386	0.013550445	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	114
"727"	10	"V393"	0.116632691	0.018628545	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	96
"728"	18	"V9"	0.116491313	0.010433872	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	131
"729"	18	"V9"	0.116491313	0.010433872	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	132
"730"	21	"V91"	-0.116326905	0.00991838	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	134
"731"	13	"V119"	0.116160114	0.010335758	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	7
"732"	14	"V155"	0.115845104	0.010230886	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	14
"733"	13	"V173"	-0.115841987	0.010547916	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	25
"734"	6	"V33"	-0.11575674	0.043074836	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	76
"735"	19	"V21"	-0.115667997	0.014450194	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	41
"736"	11	"V2"	0.11561522	0.010383052	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	37
"737"	16	"V266"	-0.115348974	0.010561795	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	54
"738"	20	"V266"	-0.115289964	0.010681712	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	54
"739"	23	"V376"	-0.115209513	0.010656506	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	90
"740"	5	"V100"	-0.115174471	0.010760801	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	2
"741"	16	"V164"	0.115144372	0.010701003	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	19
"742"	20	"V182"	-0.115136337	0.010787029	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	31
"743"	8	"V455"	0.115114196	0.010721671	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	114
"744"	8	"V405"	-0.114947989	0.010836148	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	99
"745"	17	"V90"	0.114929591	0.010930215	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	133
"746"	7	"V412"	0.114832309	0.012029101	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	101
"747"	6	"V154"	-0.114703841	0.045017641	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	13
"748"	8	"V332"	0.114686099	0.011018726	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	77
"749"	24	"V383"	0.114116733	0.012119743	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	93
"750"	14	"V12"	0.114096595	0.011439714	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	8
"751"	1	"V36"	-0.113966442	0.01161971	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	86
"752"	4	"V90"	-0.11381331	0.011732811	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	133
"753"	10	"V448"	-0.11370967	0.021812455	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	113
"754"	2	"V462"	-0.113689386	0.011825051	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	118
"755"	1	"V71"	0.113659706	0.011847237	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	124
"756"	10	"V161"	-0.11365287	0.021878737	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	17
"757"	19	"V372"	0.113594871	0.016313913	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	89
"758"	3	"V349"	0.11355891	0.011836052	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	81
"759"	22	"V346"	-0.113394877	0.01195936	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	80
"760"	6	"V270"	-0.113209092	0.047901754	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	57
"761"	10	"V341"	-0.113154121	0.022468283	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	78
"762"	21	"V241"	0.113056082	0.012217641	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	48
"763"	8	"V269"	-0.11300475	0.012257201	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	56
"764"	17	"V463"	-0.112938001	0.012398188	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	119
"765"	7	"V436"	-0.112875526	0.01357622	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	109
"766"	8	"V459"	0.112872272	0.012359822	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	115
"767"	7	"V352"	0.112841389	0.013604699	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	83
"768"	12	"V155"	0.112831017	0.012481758	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	14
"769"	22	"V275"	-0.11266507	0.012521848	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	59
"770"	21	"V448"	-0.112643256	0.012539014	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	113
"771"	19	"V10"	0.112617488	0.017263398	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	1
"772"	6	"V211"	-0.112603486	0.049113521	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	42
"773"	17	"V413"	-0.112518761	0.012728528	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	102
"774"	15	"V311"	-0.11197559	0.021608057	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	71
"775"	4	"V172"	0.111846167	0.013274748	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	24
"776"	20	"V383"	0.11170114	0.013395199	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	93
"777"	4	"V155"	0.111689454	0.013404947	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	14
"778"	8	"V200"	-0.11162947	0.013360106	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	38
"779"	3	"V269"	-0.111573401	0.013406871	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	56
"780"	20	"V275"	-0.111497027	0.013566357	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	59
"781"	20	"V349"	0.111423037	0.013628875	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	81
"782"	4	"V183"	0.111186163	0.013830734	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	32
"783"	19	"V259"	-0.111174665	0.01875333	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	51
"784"	9	"V10"	-0.110958174	0.014027504	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	1
"785"	21	"V208"	-0.110830234	0.014040486	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	40
"786"	22	"V155"	0.110743488	0.014116136	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	14
"787"	8	"V411"	-0.110553188	0.014283354	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	100
"788"	15	"V92"	-0.110492496	0.023413542	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	135
"789"	10	"V2"	0.110485826	0.025861774	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	37
"790"	20	"V320"	-0.110461754	0.014464494	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	73
"791"	1	"V346"	-0.110456678	0.014469024	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	80
