"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"2097"	"Macrophages.M2"	"V792"	-0.278342251	0
"2098"	"Macrophages.M2"	"V794"	-0.28596198	0
"2099"	"Macrophages.M2"	"V802"	-0.037494088	9.34e-08
"2100"	"Macrophages.M2"	"V804"	-0.228277621	7.91e-238
"2101"	"Macrophages.M2"	"V810"	-0.043099249	8.36e-10
"2102"	"Macrophages.M2"	"V814"	0.040364208	9.02e-09
"2103"	"Macrophages.M2"	"V817"	-0.060263676	8.98e-18
"2104"	"Macrophages.M2"	"V820"	-0.101055073	3.76e-47
"2105"	"Macrophages.M2"	"V821"	0.167850773	5.89e-128
"2106"	"Macrophages.M2"	"V822"	-0.110026996	1.29e-55
"2107"	"Macrophages.M2"	"V823"	-0.296110458	0
"2108"	"Macrophages.M2"	"V830"	0.081732495	2.19e-31
"2109"	"Macrophages.M2"	"V834"	0.328363782	0
"2110"	"Macrophages.M2"	"V838"	-0.342055261	0
"2111"	"Macrophages.M2"	"V844"	0.1086922	2.61e-54
"2112"	"Macrophages.M2"	"V851"	0.159393887	2.02e-115
"2113"	"Dendritic.cells.resting"	"V13"	-0.185859776	6.15e-157
"2114"	"Dendritic.cells.resting"	"V14"	0.032205268	4.53e-06
"2115"	"Dendritic.cells.resting"	"V17"	0.284741541	0
"2116"	"Dendritic.cells.resting"	"V23"	0.106134569	7.46e-52
"2117"	"Dendritic.cells.resting"	"V25"	-0.273237405	0
"2118"	"Dendritic.cells.resting"	"V27"	-0.120528217	1.88e-66
"2119"	"Dendritic.cells.resting"	"V37"	0.187348562	1.79e-159
"2120"	"Dendritic.cells.resting"	"V40"	0.140763057	3.43e-90
"2121"	"Dendritic.cells.resting"	"V52"	0.042635572	1.26e-09
"2122"	"Dendritic.cells.resting"	"V54"	-0.233098924	3.55e-248
"2123"	"Dendritic.cells.resting"	"V67"	-0.072285754	6.8e-25
"2124"	"Dendritic.cells.resting"	"V68"	-0.231060147	9.03e-244
"2125"	"Dendritic.cells.resting"	"V83"	-0.17276629	1.48e-135
"2126"	"Dendritic.cells.resting"	"V94"	-0.062112359	8.73e-19
"2127"	"Dendritic.cells.resting"	"V100"	-0.229796533	4.61e-241
"2128"	"Dendritic.cells.resting"	"V112"	0.119624411	1.76e-65
"2129"	"Dendritic.cells.resting"	"V118"	0.033942735	1.34e-06
"2130"	"Dendritic.cells.resting"	"V119"	0.007878274	0.262079756
"2131"	"Dendritic.cells.resting"	"V140"	-0.093991712	5.33e-41
"2132"	"Dendritic.cells.resting"	"V142"	-0.158995549	7.57e-115
"2133"	"Dendritic.cells.resting"	"V149"	0.197625045	1.41e-177
"2134"	"Dendritic.cells.resting"	"V150"	0.023321855	0.000899157
"2135"	"Dendritic.cells.resting"	"V155"	-0.121135611	4.14e-67
"2136"	"Dendritic.cells.resting"	"V157"	-0.293486137	0
"2137"	"Dendritic.cells.resting"	"V159"	0.115257836	6.9e-61
"2138"	"Dendritic.cells.resting"	"V166"	-0.387706012	0
"2139"	"Dendritic.cells.resting"	"V180"	-0.075487755	5.26e-27
"2140"	"Dendritic.cells.resting"	"V184"	0.211315434	2.57e-203
"2141"	"Dendritic.cells.resting"	"V189"	0.057850452	1.69e-16
"2142"	"Dendritic.cells.resting"	"V190"	-0.055293116	3.35e-15
"2143"	"Dendritic.cells.resting"	"V205"	-0.026835705	0.000133047
"2144"	"Dendritic.cells.resting"	"V219"	0.002454836	0.726754293
"2145"	"Dendritic.cells.resting"	"V222"	-0.274245089	0
"2146"	"Dendritic.cells.resting"	"V227"	-0.338173014	0
"2147"	"Dendritic.cells.resting"	"V231"	-0.081331644	4.28e-31
"2148"	"Dendritic.cells.resting"	"V238"	0.154343055	2.94e-108
"2149"	"Dendritic.cells.resting"	"V241"	-0.219699688	5.21e-220
"2150"	"Dendritic.cells.resting"	"V255"	0.172198049	1.15e-134
"2151"	"Dendritic.cells.resting"	"V256"	-0.034404793	9.63e-07
"2152"	"Dendritic.cells.resting"	"V260"	-0.003932233	0.57564638
"2153"	"Dendritic.cells.resting"	"V261"	-0.237012477	9.43e-257
"2154"	"Dendritic.cells.resting"	"V268"	-0.064025445	7.28e-20
"2155"	"Dendritic.cells.resting"	"V270"	0.372357371	0
"2156"	"Dendritic.cells.resting"	"V281"	-0.318908121	0
"2157"	"Dendritic.cells.resting"	"V284"	-0.133411192	3.97e-81
"2158"	"Dendritic.cells.resting"	"V286"	-0.063990444	7.63e-20
"2159"	"Dendritic.cells.resting"	"V287"	0.032758079	3.1e-06
"2160"	"Dendritic.cells.resting"	"V294"	-0.190046854	3.98e-164
"2161"	"Dendritic.cells.resting"	"V308"	-0.056841846	5.59e-16
"2162"	"Dendritic.cells.resting"	"V327"	0.073089995	2.05e-25
"2163"	"Dendritic.cells.resting"	"V337"	0.047405312	1.46e-11
"2164"	"Dendritic.cells.resting"	"V362"	-0.07557166	4.62e-27
"2165"	"Dendritic.cells.resting"	"V370"	0.075198013	8.23e-27
"2166"	"Dendritic.cells.resting"	"V375"	-0.055988193	1.51e-15
"2167"	"Dendritic.cells.resting"	"V385"	-0.103416665	2.62e-49
"2168"	"Dendritic.cells.resting"	"V386"	0.007136073	0.309709204
"2169"	"Dendritic.cells.resting"	"V392"	-0.106931487	1.3e-52
"2170"	"Dendritic.cells.resting"	"V393"	-0.048452246	5.16e-12
"2171"	"Dendritic.cells.resting"	"V400"	0.019434293	0.00566214
"2172"	"Dendritic.cells.resting"	"V403"	-0.2060855	2.91e-193
"2173"	"Dendritic.cells.resting"	"V405"	0.130845716	4.39e-78
"2174"	"Dendritic.cells.resting"	"V423"	-0.003075598	0.661522428
"2175"	"Dendritic.cells.resting"	"V431"	-0.183572591	4.4e-153
"2176"	"Dendritic.cells.resting"	"V435"	-0.137696549	2.38e-86
"2177"	"Dendritic.cells.resting"	"V451"	0.189810629	1.02e-163
"2178"	"Dendritic.cells.resting"	"V452"	0.263439901	6.79300737780047e-319
"2179"	"Dendritic.cells.resting"	"V455"	0.244741942	3.68e-274
"2180"	"Dendritic.cells.resting"	"V458"	0.23616609	6.96e-255
"2181"	"Dendritic.cells.resting"	"V461"	0.080905295	8.71e-31
"2182"	"Dendritic.cells.resting"	"V464"	-0.200295479	1.89e-182
"2183"	"Dendritic.cells.resting"	"V469"	-0.179533191	2.13e-146
"2184"	"Dendritic.cells.resting"	"V473"	0.086899549	2.83e-35
"2185"	"Dendritic.cells.resting"	"V479"	0.069958321	2.05e-23
"2186"	"Dendritic.cells.resting"	"V484"	-0.143430163	1.33e-93
"2187"	"Dendritic.cells.resting"	"V493"	-0.122452825	1.51e-68
"2188"	"Dendritic.cells.resting"	"V504"	-0.228801113	6.11e-239
"2189"	"Dendritic.cells.resting"	"V519"	-0.286950553	0
"2190"	"Dendritic.cells.resting"	"V527"	0.007065118	0.314544706
"2191"	"Dendritic.cells.resting"	"V528"	0.19285073	4.89e-169
"2192"	"Dendritic.cells.resting"	"V533"	0.253661581	4.93e-295
"2193"	"Dendritic.cells.resting"	"V537"	-0.000868412	0.901617436
"2194"	"Dendritic.cells.resting"	"V562"	0.050273677	8.01e-13
"2195"	"Dendritic.cells.resting"	"V570"	-0.028028117	6.59e-05
"2196"	"Dendritic.cells.resting"	"V576"	-0.085584378	2.91e-34
"2197"	"Dendritic.cells.resting"	"V590"	0.066855299	1.61e-21
"2198"	"Dendritic.cells.resting"	"V592"	0.109514943	4.11e-55
"2199"	"Dendritic.cells.resting"	"V611"	-0.337657863	0
"2200"	"Dendritic.cells.resting"	"V625"	-0.135921042	3.64e-84
"2201"	"Dendritic.cells.resting"	"V626"	0.051752139	1.68e-13
"2202"	"Dendritic.cells.resting"	"V628"	-0.354130566	0
"2203"	"Dendritic.cells.resting"	"V632"	0.215673621	6.64e-212
"2204"	"Dendritic.cells.resting"	"V645"	-0.133374953	4.38e-81
"2205"	"Dendritic.cells.resting"	"V648"	0.057926707	1.55e-16
"2206"	"Dendritic.cells.resting"	"V657"	0.192216456	6.41e-168
"2207"	"Dendritic.cells.resting"	"V658"	0.289717828	0
"2208"	"Dendritic.cells.resting"	"V662"	-0.125302008	1.03e-71
"2209"	"Dendritic.cells.resting"	"V663"	0.138143504	6.64e-87
"2210"	"Dendritic.cells.resting"	"V675"	-0.347379281	0
"2211"	"Dendritic.cells.resting"	"V677"	0.111729308	2.65e-57
"2212"	"Dendritic.cells.resting"	"V678"	0.136480926	7.5e-85
"2213"	"Dendritic.cells.resting"	"V681"	-0.037465408	9.55e-08
"2214"	"Dendritic.cells.resting"	"V684"	0.137720966	2.22e-86
"2215"	"Dendritic.cells.resting"	"V689"	-0.378432655	0
"2216"	"Dendritic.cells.resting"	"V702"	0.101434633	1.7e-47
"2217"	"Dendritic.cells.resting"	"V703"	0.016813966	0.016682301
"2218"	"Dendritic.cells.resting"	"V710"	-0.004687376	0.504611651
"2219"	"Dendritic.cells.resting"	"V719"	-0.253153541	8.02e-294
"2220"	"Dendritic.cells.resting"	"V723"	-0.315021923	0
"2221"	"Dendritic.cells.resting"	"V731"	-0.210689713	4.24e-202
"2222"	"Dendritic.cells.resting"	"V743"	-0.228648563	1.29e-238
"2223"	"Dendritic.cells.resting"	"V746"	-0.048988242	3e-12
"2224"	"Dendritic.cells.resting"	"V750"	0.252605876	1.61e-292
"2225"	"Dendritic.cells.resting"	"V759"	0.037251136	1.13e-07
"2226"	"Dendritic.cells.resting"	"V772"	0.272094579	0
"2227"	"Dendritic.cells.resting"	"V774"	-0.156573018	2.17e-111
"2228"	"Dendritic.cells.resting"	"V790"	-0.186455946	5.97e-158
"2229"	"Dendritic.cells.resting"	"V792"	-0.236255148	4.43e-255
"2230"	"Dendritic.cells.resting"	"V794"	-0.263824386	7.46039125220282e-320
"2231"	"Dendritic.cells.resting"	"V802"	-0.066686475	2.03e-21
"2232"	"Dendritic.cells.resting"	"V804"	-0.188567281	1.44e-161
"2233"	"Dendritic.cells.resting"	"V810"	-0.037298717	1.09e-07
"2234"	"Dendritic.cells.resting"	"V814"	0.092436589	1.05e-39
"2235"	"Dendritic.cells.resting"	"V817"	-0.13627756	1.33e-84
"2236"	"Dendritic.cells.resting"	"V820"	-0.121710694	9.79e-68
"2237"	"Dendritic.cells.resting"	"V821"	-0.013919638	0.047529021
"2238"	"Dendritic.cells.resting"	"V822"	-0.02852123	4.89e-05
"2239"	"Dendritic.cells.resting"	"V823"	-0.109374617	5.64e-55
"2240"	"Dendritic.cells.resting"	"V830"	0.046699207	2.91e-11
"2241"	"Dendritic.cells.resting"	"V834"	0.261219041	2.19693996214981e-313
"2242"	"Dendritic.cells.resting"	"V838"	-0.295129395	0
"2243"	"Dendritic.cells.resting"	"V844"	0.128993267	6.36e-76
"2244"	"Dendritic.cells.resting"	"V851"	0.069641232	3.23e-23
"2245"	"Dendritic.cells.activated"	"V13"	0.018606316	0.008076929
"2246"	"Dendritic.cells.activated"	"V14"	0.066634875	2.18e-21
"2247"	"Dendritic.cells.activated"	"V17"	-0.16424718	1.57e-122
"2248"	"Dendritic.cells.activated"	"V23"	0.103742964	1.3e-49
"2249"	"Dendritic.cells.activated"	"V25"	-0.007889312	0.261411831
"2250"	"Dendritic.cells.activated"	"V27"	-0.077907815	1.16e-28
"2251"	"Dendritic.cells.activated"	"V37"	-0.191562736	9.01e-167
"2252"	"Dendritic.cells.activated"	"V40"	-0.0553308	3.21e-15
"2253"	"Dendritic.cells.activated"	"V52"	0.126404881	5.88e-73
"2254"	"Dendritic.cells.activated"	"V54"	0.040865034	5.9e-09
"2255"	"Dendritic.cells.activated"	"V67"	0.083860244	5.86e-33
"2256"	"Dendritic.cells.activated"	"V68"	0.089125887	5.05e-37
"2257"	"Dendritic.cells.activated"	"V83"	0.148603658	2.07e-100
"2258"	"Dendritic.cells.activated"	"V94"	0.004855741	0.489428314
"2259"	"Dendritic.cells.activated"	"V100"	0.04784527	9.45e-12
"2260"	"Dendritic.cells.activated"	"V112"	-0.015461771	0.027727998
"2261"	"Dendritic.cells.activated"	"V118"	-0.100963923	4.54e-47
"2262"	"Dendritic.cells.activated"	"V119"	0.080752584	1.12e-30
"2263"	"Dendritic.cells.activated"	"V140"	0.113769044	2.32e-59
"2264"	"Dendritic.cells.activated"	"V142"	0.136492123	7.27e-85
"2265"	"Dendritic.cells.activated"	"V149"	-0.071043445	4.24e-24
"2266"	"Dendritic.cells.activated"	"V150"	0.03286991	2.86e-06
"2267"	"Dendritic.cells.activated"	"V155"	0.119320854	3.73e-65
"2268"	"Dendritic.cells.activated"	"V157"	0.19131261	2.47e-166
"2269"	"Dendritic.cells.activated"	"V159"	0.00834626	0.234790044
"2270"	"Dendritic.cells.activated"	"V166"	0.22551769	5.17e-232
"2271"	"Dendritic.cells.activated"	"V180"	-0.095039444	6.96e-42
"2272"	"Dendritic.cells.activated"	"V184"	0.012568364	0.073586427
"2273"	"Dendritic.cells.activated"	"V189"	-0.030288884	1.61e-05
"2274"	"Dendritic.cells.activated"	"V190"	0.033223931	2.24e-06
"2275"	"Dendritic.cells.activated"	"V205"	-0.072558953	4.53e-25
"2276"	"Dendritic.cells.activated"	"V219"	0.075417085	5.87e-27
"2277"	"Dendritic.cells.activated"	"V222"	-0.055725427	2.04e-15
"2278"	"Dendritic.cells.activated"	"V227"	0.22250452	9.41e-226
"2279"	"Dendritic.cells.activated"	"V231"	0.098518013	6.86e-45
"2280"	"Dendritic.cells.activated"	"V238"	-0.13700878	1.68e-85
"2281"	"Dendritic.cells.activated"	"V241"	-0.004664048	0.506734832
"2282"	"Dendritic.cells.activated"	"V255"	-0.1356325	8.19e-84
"2283"	"Dendritic.cells.activated"	"V256"	0.131609686	5.53e-79
"2284"	"Dendritic.cells.activated"	"V260"	0.008882951	0.206046214
"2285"	"Dendritic.cells.activated"	"V261"	0.021244368	0.002490647
"2286"	"Dendritic.cells.activated"	"V268"	0.060499849	6.69e-18
"2287"	"Dendritic.cells.activated"	"V270"	-0.061179041	2.86e-18
"2288"	"Dendritic.cells.activated"	"V281"	0.107776921	2e-53
"2289"	"Dendritic.cells.activated"	"V284"	-0.029863861	2.12e-05
"2290"	"Dendritic.cells.activated"	"V286"	-0.045500002	9.16e-11
"2291"	"Dendritic.cells.activated"	"V287"	0.047058269	2.05e-11
"2292"	"Dendritic.cells.activated"	"V294"	0.035620845	3.93e-07
"2293"	"Dendritic.cells.activated"	"V308"	0.073860638	6.39e-26
"2294"	"Dendritic.cells.activated"	"V327"	-0.143471612	1.17e-93
"2295"	"Dendritic.cells.activated"	"V337"	0.037773436	7.49e-08
"2296"	"Dendritic.cells.activated"	"V362"	0.065654623	8.28e-21
"2297"	"Dendritic.cells.activated"	"V370"	-0.133226489	6.6e-81
"2298"	"Dendritic.cells.activated"	"V375"	-0.085817641	1.93e-34
"2299"	"Dendritic.cells.activated"	"V385"	0.062227447	7.54e-19
"2300"	"Dendritic.cells.activated"	"V386"	0.066463305	2.76e-21
"2301"	"Dendritic.cells.activated"	"V392"	0.136521985	6.68e-85
"2302"	"Dendritic.cells.activated"	"V393"	0.071286163	2.98e-24
"2303"	"Dendritic.cells.activated"	"V400"	-0.02189093	0.001829834
"2304"	"Dendritic.cells.activated"	"V403"	0.127508749	3.25e-74
"2305"	"Dendritic.cells.activated"	"V405"	-0.083817336	6.31e-33
"2306"	"Dendritic.cells.activated"	"V423"	0.084364548	2.45e-33
"2307"	"Dendritic.cells.activated"	"V431"	0.070749599	6.51e-24
"2308"	"Dendritic.cells.activated"	"V435"	-0.028620979	4.6e-05
"2309"	"Dendritic.cells.activated"	"V451"	-0.071756485	1.49e-24
"2310"	"Dendritic.cells.activated"	"V452"	-0.18354529	4.89e-153
"2311"	"Dendritic.cells.activated"	"V455"	-0.146321502	2.24e-97
"2312"	"Dendritic.cells.activated"	"V458"	-0.083493904	1.1e-32
"2313"	"Dendritic.cells.activated"	"V461"	0.03640272	2.18e-07
"2314"	"Dendritic.cells.activated"	"V464"	0.056379283	9.59e-16
"2315"	"Dendritic.cells.activated"	"V469"	0.12011931	5.19e-66
"2316"	"Dendritic.cells.activated"	"V473"	0.008790063	0.210829096
"2317"	"Dendritic.cells.activated"	"V479"	0.049190139	2.44e-12
"2318"	"Dendritic.cells.activated"	"V484"	0.10983566	1.99e-55
"2319"	"Dendritic.cells.activated"	"V493"	0.136116643	2.1e-84
"2320"	"Dendritic.cells.activated"	"V504"	0.127787814	1.56e-74
"2321"	"Dendritic.cells.activated"	"V519"	-0.046848453	2.51e-11
"2322"	"Dendritic.cells.activated"	"V527"	-0.081224006	5.12e-31
"2323"	"Dendritic.cells.activated"	"V528"	-0.081903385	1.64e-31
"2324"	"Dendritic.cells.activated"	"V533"	-0.046603515	3.19e-11
"2325"	"Dendritic.cells.activated"	"V537"	-0.001068077	0.879154873
"2326"	"Dendritic.cells.activated"	"V562"	0.017439542	0.01303886
"2327"	"Dendritic.cells.activated"	"V570"	0.168823452	1.93e-129
"2328"	"Dendritic.cells.activated"	"V576"	0.176307822	3.55e-141
"2329"	"Dendritic.cells.activated"	"V590"	0.011211096	0.110500219
"2330"	"Dendritic.cells.activated"	"V592"	-0.149629628	8.61e-102
"2331"	"Dendritic.cells.activated"	"V611"	0.08634604	7.58e-35
"2332"	"Dendritic.cells.activated"	"V625"	0.10465805	1.83e-50
"2333"	"Dendritic.cells.activated"	"V626"	0.026734527	0.00014104
"2334"	"Dendritic.cells.activated"	"V628"	0.188566248	1.45e-161
"2335"	"Dendritic.cells.activated"	"V632"	-0.063151778	2.29e-19
"2336"	"Dendritic.cells.activated"	"V645"	0.037578163	8.74e-08
"2337"	"Dendritic.cells.activated"	"V648"	-0.159991008	2.77e-116
"2338"	"Dendritic.cells.activated"	"V657"	-0.198131913	1.7e-178
"2339"	"Dendritic.cells.activated"	"V658"	-0.167758404	8.14e-128
"2340"	"Dendritic.cells.activated"	"V662"	0.071019	4.4e-24
"2341"	"Dendritic.cells.activated"	"V663"	-0.133031697	1.13e-80
"2342"	"Dendritic.cells.activated"	"V675"	0.102203071	3.41e-48
"2343"	"Dendritic.cells.activated"	"V677"	-0.035888515	3.22e-07
"2344"	"Dendritic.cells.activated"	"V678"	-0.030048554	1.88e-05
"2345"	"Dendritic.cells.activated"	"V681"	0.067022535	1.28e-21
"2346"	"Dendritic.cells.activated"	"V684"	-0.086496592	5.8e-35
"2347"	"Dendritic.cells.activated"	"V689"	0.055048402	4.43e-15
"2348"	"Dendritic.cells.activated"	"V702"	0.00798782	0.255503286
"2349"	"Dendritic.cells.activated"	"V703"	-0.01267887	0.071088972
"2350"	"Dendritic.cells.activated"	"V710"	-0.087006795	2.34e-35
"2351"	"Dendritic.cells.activated"	"V719"	0.167456754	2.34e-127
"2352"	"Dendritic.cells.activated"	"V723"	0.006528012	0.352748221
"2353"	"Dendritic.cells.activated"	"V731"	-0.058209731	1.1e-16
"2354"	"Dendritic.cells.activated"	"V743"	0.092909583	4.26e-40
"2355"	"Dendritic.cells.activated"	"V746"	0.142829894	7.89e-93
"2356"	"Dendritic.cells.activated"	"V750"	0.035180335	5.46e-07
"2357"	"Dendritic.cells.activated"	"V759"	-0.086213242	9.59e-35
"2358"	"Dendritic.cells.activated"	"V772"	-0.174691566	1.35e-138
"2359"	"Dendritic.cells.activated"	"V774"	-0.033277319	2.15e-06
"2360"	"Dendritic.cells.activated"	"V790"	0.078735837	3.06e-29
"2361"	"Dendritic.cells.activated"	"V792"	-0.053662253	2.1e-14
"2362"	"Dendritic.cells.activated"	"V794"	0.084226569	3.11e-33
"2363"	"Dendritic.cells.activated"	"V802"	0.054965234	4.87e-15
"2364"	"Dendritic.cells.activated"	"V804"	0.127266302	6.15e-74
"2365"	"Dendritic.cells.activated"	"V810"	0.056500976	8.32e-16
"2366"	"Dendritic.cells.activated"	"V814"	-0.043074194	8.55e-10
"2367"	"Dendritic.cells.activated"	"V817"	-0.10997681	1.45e-55
"2368"	"Dendritic.cells.activated"	"V820"	0.132167899	1.21e-79
"2369"	"Dendritic.cells.activated"	"V821"	-0.01434675	0.041115448
"2370"	"Dendritic.cells.activated"	"V822"	0.11255636	3.91e-58
"2371"	"Dendritic.cells.activated"	"V823"	0.154880826	5.21e-109
"2372"	"Dendritic.cells.activated"	"V830"	-0.012650671	0.071719567
"2373"	"Dendritic.cells.activated"	"V834"	-0.228956407	2.86e-239
"2374"	"Dendritic.cells.activated"	"V838"	0.112138312	1.03e-57
"2375"	"Dendritic.cells.activated"	"V844"	-0.008910824	0.204626505
"2376"	"Dendritic.cells.activated"	"V851"	-0.14169765	2.23e-91
"2377"	"Mast.cells.resting"	"V13"	-0.047445378	1.4e-11
"2378"	"Mast.cells.resting"	"V14"	0.122803422	6.21e-69
"2379"	"Mast.cells.resting"	"V17"	0.061154491	2.95e-18
"2380"	"Mast.cells.resting"	"V23"	-0.066700127	1.99e-21
"2381"	"Mast.cells.resting"	"V25"	0.226107893	3e-233
"2382"	"Mast.cells.resting"	"V27"	-0.102762879	1.05e-48
"2383"	"Mast.cells.resting"	"V37"	0.312806314	0
"2384"	"Mast.cells.resting"	"V40"	0.034510969	8.92e-07
"2385"	"Mast.cells.resting"	"V52"	0.113249419	7.81e-59
"2386"	"Mast.cells.resting"	"V54"	-0.003131129	0.655801687
"2387"	"Mast.cells.resting"	"V67"	-0.10440663	3.15e-50
"2388"	"Mast.cells.resting"	"V68"	-0.276828665	0
"2389"	"Mast.cells.resting"	"V83"	-0.046006717	5.66e-11
"2390"	"Mast.cells.resting"	"V94"	0.233570033	3.36e-249
"2391"	"Mast.cells.resting"	"V100"	-0.209328672	1.83e-199
"2392"	"Mast.cells.resting"	"V112"	-0.141640915	2.63e-91
"2393"	"Mast.cells.resting"	"V118"	0.182948083	4.87e-152
"2394"	"Mast.cells.resting"	"V119"	0.256142635	5.44e-301
"2395"	"Mast.cells.resting"	"V140"	0.026076868	0.000205083
"2396"	"Mast.cells.resting"	"V142"	-0.163299208	3.99e-121
"2397"	"Mast.cells.resting"	"V149"	0.145096322	9.08e-96
"2398"	"Mast.cells.resting"	"V150"	-0.051932613	1.39e-13
"2399"	"Mast.cells.resting"	"V155"	0.113248247	7.83e-59
"2400"	"Mast.cells.resting"	"V157"	-0.101979072	5.45e-48
"2401"	"Mast.cells.resting"	"V159"	0.064426087	4.29e-20
"2402"	"Mast.cells.resting"	"V166"	-0.113333833	6.41e-59
"2403"	"Mast.cells.resting"	"V180"	-0.093990792	5.34e-41
"2404"	"Mast.cells.resting"	"V184"	-0.042247378	1.78e-09
"2405"	"Mast.cells.resting"	"V189"	-0.118585267	2.27e-64
"2406"	"Mast.cells.resting"	"V190"	-0.127622	2.41e-74
"2407"	"Mast.cells.resting"	"V205"	0.089239746	4.1e-37
"2408"	"Mast.cells.resting"	"V219"	0.100790538	6.51e-47
"2409"	"Mast.cells.resting"	"V222"	0.132848411	1.87e-80
"2410"	"Mast.cells.resting"	"V227"	-0.147058058	2.37e-98
"2411"	"Mast.cells.resting"	"V231"	0.01216449	0.083330863
"2412"	"Mast.cells.resting"	"V238"	-0.099480999	9.65e-46
"2413"	"Mast.cells.resting"	"V241"	-0.146105078	4.31e-97
"2414"	"Mast.cells.resting"	"V255"	0.049959531	1.11e-12
"2415"	"Mast.cells.resting"	"V256"	-0.067477111	6.82e-22
"2416"	"Mast.cells.resting"	"V260"	0.071003586	4.5e-24
"2417"	"Mast.cells.resting"	"V261"	-0.064197467	5.8e-20
"2418"	"Mast.cells.resting"	"V268"	-0.148454704	3.27e-100
"2419"	"Mast.cells.resting"	"V270"	-0.002514902	0.720345778
"2420"	"Mast.cells.resting"	"V281"	-0.068265921	2.27e-22
"2421"	"Mast.cells.resting"	"V284"	0.03013452	1.78e-05
"2422"	"Mast.cells.resting"	"V286"	-0.104786197	1.39e-50
"2423"	"Mast.cells.resting"	"V287"	-0.198345912	6.95e-179
"2424"	"Mast.cells.resting"	"V294"	-0.013809478	0.049313414
"2425"	"Mast.cells.resting"	"V308"	-0.021386374	0.002329149
"2426"	"Mast.cells.resting"	"V327"	0.132969424	1.34e-80
"2427"	"Mast.cells.resting"	"V337"	-0.160668113	2.89e-117
"2428"	"Mast.cells.resting"	"V362"	-0.174140341	1.01e-137
"2429"	"Mast.cells.resting"	"V370"	0.186620346	3.13e-158
"2430"	"Mast.cells.resting"	"V375"	0.059324104	2.86e-17
"2431"	"Mast.cells.resting"	"V385"	-0.005036682	0.473389044
"2432"	"Mast.cells.resting"	"V386"	-0.260500072	1.30038889456619e-311
"2433"	"Mast.cells.resting"	"V392"	0.007687358	0.273818596
"2434"	"Mast.cells.resting"	"V393"	0.11298822	1.44e-58
"2435"	"Mast.cells.resting"	"V400"	0.076218284	1.68e-27
"2436"	"Mast.cells.resting"	"V403"	0.010254846	0.144340949
"2437"	"Mast.cells.resting"	"V405"	0.209952883	1.14e-200
"2438"	"Mast.cells.resting"	"V423"	0.00280321	0.689865568
"2439"	"Mast.cells.resting"	"V431"	-0.090448602	4.4e-38
"2440"	"Mast.cells.resting"	"V435"	-0.167971414	3.86e-128
"2441"	"Mast.cells.resting"	"V451"	-0.078019924	9.69e-29
"2442"	"Mast.cells.resting"	"V452"	0.237661383	3.44e-258
"2443"	"Mast.cells.resting"	"V455"	-0.005150876	0.463417172
"2444"	"Mast.cells.resting"	"V458"	-0.075861489	2.94e-27
"2445"	"Mast.cells.resting"	"V461"	0.117336405	4.73e-63
"2446"	"Mast.cells.resting"	"V464"	-0.013416527	0.05614254
"2447"	"Mast.cells.resting"	"V469"	-0.127845246	1.34e-74
"2448"	"Mast.cells.resting"	"V473"	-0.069075333	7.23e-23
"2449"	"Mast.cells.resting"	"V479"	0.122330581	2.06e-68
"2450"	"Mast.cells.resting"	"V484"	-0.238779039	1.12e-260
"2451"	"Mast.cells.resting"	"V493"	-0.086027863	1.33e-34
"2452"	"Mast.cells.resting"	"V504"	-0.164952702	1.39e-123
"2453"	"Mast.cells.resting"	"V519"	0.107626421	2.8e-53
"2454"	"Mast.cells.resting"	"V527"	0.093664335	1e-40
"2455"	"Mast.cells.resting"	"V528"	0.120134693	4.99e-66
"2456"	"Mast.cells.resting"	"V533"	0.445578016	0
"2457"	"Mast.cells.resting"	"V537"	0.101902754	6.4e-48
"2458"	"Mast.cells.resting"	"V562"	0.02181624	0.001896947
"2459"	"Mast.cells.resting"	"V570"	0.108146936	8.81e-54
"2460"	"Mast.cells.resting"	"V576"	-0.2723517	0
"2461"	"Mast.cells.resting"	"V590"	0.17480755	8.83e-139
"2462"	"Mast.cells.resting"	"V592"	0.011459555	0.102822747
"2463"	"Mast.cells.resting"	"V611"	0.083708464	7.61e-33
"2464"	"Mast.cells.resting"	"V625"	-0.102224441	3.26e-48
"2465"	"Mast.cells.resting"	"V626"	-0.061278702	2.52e-18
"2466"	"Mast.cells.resting"	"V628"	-0.172590781	2.79e-135
"2467"	"Mast.cells.resting"	"V632"	0.206164836	2.06e-193
"2468"	"Mast.cells.resting"	"V645"	0.10430346	3.93e-50
"2469"	"Mast.cells.resting"	"V648"	0.168229438	1.56e-128
"2470"	"Mast.cells.resting"	"V657"	0.040143782	1.09e-08
"2471"	"Mast.cells.resting"	"V658"	0.141005751	1.69e-90
"2472"	"Mast.cells.resting"	"V662"	0.092989989	3.65e-40
"2473"	"Mast.cells.resting"	"V663"	-0.018404799	0.008789274
"2474"	"Mast.cells.resting"	"V675"	-0.08182798	1.86e-31
"2475"	"Mast.cells.resting"	"V677"	0.049877766	1.21e-12
"2476"	"Mast.cells.resting"	"V678"	0.039729396	1.53e-08
"2477"	"Mast.cells.resting"	"V681"	-0.247614005	8.64e-281
"2478"	"Mast.cells.resting"	"V684"	0.155822614	2.48e-110
"2479"	"Mast.cells.resting"	"V689"	-0.328474002	0
